"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
30,"BURRTON TOWNSHIP TRUSTEE (REP) (Vote For 1)","Write-in","REP",5,100.00,633,88,2,2,"0","0"
31,"BURRTON TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",0,0.00,633,88,2,2,"0","0"
32,"BURRTON TOWNSHIP TREASURER (REP) (Vote For 1)","Larry Ressler","REP",66,100.00,633,88,2,2,"0","0"
33,"BURRTON TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",0,0.00,633,88,2,2,"0","0"
34,"DARLINGTON TOWNSHIP TRUSTEE (REP) (Vote For 1)","Write-in","REP",15,100.00,425,90,2,2,"0","0"
35,"DARLINGTON TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",1,100.00,425,90,2,2,"0","0"
36,"DARLINGTON TOWNSHIP TREASURER (REP) (Vote For 1)","Write-in","REP",12,100.00,425,90,2,2,"0","0"
37,"DARLINGTON TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",1,100.00,425,90,2,2,"0","0"
38,"EMMA TOWNSHIP TRUSTEE (REP) (Vote For 1)","Preston Neufeld","REP",71,100.00,384,88,1,1,"0","0"
39,"EMMA TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",0,0.00,384,88,1,1,"0","0"
40,"EMMA TOWNSHIP TREASURER (REP) (Vote For 1)","Terry Knott","REP",68,100.00,384,88,1,1,"0","0"
41,"EMMA TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",0,0.00,384,88,1,1,"0","0"
42,"GARDEN TOWNSHIP TRUSTEE (REP) (Vote For 1)","Write-in","REP",9,100.00,188,62,1,1,"0","0"
43,"GARDEN TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",1,100.00,188,62,1,1,"0","0"
44,"GARDEN TOWNSHIP TREASURER (REP) (Vote For 1)","Write-in","REP",10,100.00,188,62,1,1,"0","0"
45,"GARDEN TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",0,0.00,188,62,1,1,"0","0"
46,"HALSTEAD TOWNSHIP TRUSTEE (REP) (Vote For 1)","Write-in","REP",2,100.00,248,45,1,1,"0","0"
47,"HALSTEAD TOWNSHIP TRUSTEE (DEM) (Vote For 1)","James Nightingale","DEM",6,100.00,248,45,1,1,"0","0"
48,"HALSTEAD TOWNSHIP TREASURER (REP) (Vote For 1)","Write-in","REP",3,100.00,248,45,1,1,"0","0"
49,"HALSTEAD TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",1,100.00,248,45,1,1,"0","0"
50,"HIGHLAND TOWNSHIP TRUSTEE (REP) (Vote For 1)","Jacob Goering","REP",26,100.00,268,44,1,1,"0","0"
51,"HIGHLAND TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",0,0.00,268,44,1,1,"0","0"
52,"HIGHLAND TOWNSHIP TREASURER (REP) (Vote For 1)","Michael Hiebert","REP",27,100.00,268,44,1,1,"0","0"
53,"HIGHLAND TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",0,0.00,268,44,1,1,"0","0"
54,"LAKE TOWNSHIP TRUSTEE (REP) (Vote For 1)","Write-in","REP",16,100.00,116,26,1,1,"0","0"
55,"LAKE TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",3,100.00,116,26,1,1,"0","0"
56,"LAKE TOWNSHIP TREASURER (REP) (Vote For 1)","Write-in","REP",15,100.00,116,26,1,1,"0","0"
57,"LAKE TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",1,100.00,116,26,1,1,"0","0"
58,"LAKIN TOWNSHIP TRUSTEE (REP) (Vote For 1)","Charles R. Neises","REP",26,100.00,184,35,1,1,"0","0"
59,"LAKIN TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",0,0.00,184,35,1,1,"0","0"
60,"LAKIN TOWNSHIP TREASURER (REP) (Vote For 1)","Brenda Sooter","REP",30,100.00,184,35,1,1,"0","0"
61,"LAKIN TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",0,0.00,184,35,1,1,"0","0"
62,"MACON TOWNSHIP TRUSTEE (REP) (Vote For 1)","Robert M. DuBois","REP",68,100.00,343,93,2,2,"0","0"
63,"MACON TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",1,100.00,343,93,2,2,"0","0"
64,"MACON TOWNSHIP TREASURER (REP) (Vote For 1)","Mike Watkins","REP",69,100.00,343,93,2,2,"0","0"
65,"MACON TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",1,100.00,343,93,2,2,"0","0"
66,"NEWTON TOWNSHIP TRUSTEE (REP) (Vote For 1)","Mark Klaassen","REP",202,100.00,1612,406,4,4,"0","0"
67,"NEWTON TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",0,0.00,1612,406,4,4,"0","0"
68,"NEWTON TOWNSHIP TREASURER (REP) (Vote For 1)","Rodean Duerksen","REP",203,100.00,1612,406,4,4,"0","0"
69,"NEWTON TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",1,100.00,1612,406,4,4,"0","0"
70,"PLEASANT TOWNSHIP TRUSTEE (REP) (Vote For 1)","Lynn Voth","REP",74,100.00,352,94,1,1,"0","0"
71,"PLEASANT TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",1,100.00,352,94,1,1,"0","0"
72,"PLEASANT TOWNSHIP TREASURER (REP) (Vote For 1)","Erin Mosiman","REP",73,100.00,352,94,1,1,"0","0"
73,"PLEASANT TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",1,100.00,352,94,1,1,"0","0"
74,"RICHLAND TOWNSHIP TRUSTEE (REP) (Vote For 1)","Leland J. Entz","REP",49,100.00,300,59,1,1,"0","0"
75,"RICHLAND TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",0,0.00,300,59,1,1,"0","0"
76,"RICHLAND TOWNSHIP TREASURER (REP) (Vote For 1)","Eric Timken","REP",42,100.00,300,59,1,1,"0","0"
77,"RICHLAND TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",0,0.00,300,59,1,1,"0","0"
78,"SEDGWICK TOWNSHIP TRUSTEE (REP) (Vote For 1)","Ted Stein","REP",127,100.00,1167,166,3,3,"0","0"
79,"SEDGWICK TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",2,100.00,1167,166,3,3,"0","0"
80,"SEDGWICK TOWNSHIP TREASURER (REP) (Vote For 1)","Ruth Jacob","REP",127,100.00,1167,166,3,3,"0","0"
81,"SEDGWICK TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",0,0.00,1167,166,3,3,"0","0"
82,"WALTON TOWNSHIP TRUSTEE (REP) (Vote For 1)","Gary Lanier","REP",46,100.00,367,54,2,2,"0","0"
83,"WALTON TOWNSHIP TRUSTEE (DEM) (Vote For 1)","Write-in","DEM",0,0.00,367,54,2,2,"0","0"
84,"WALTON TOWNSHIP TREASURER (REP) (Vote For 1)","Troy L. Smith","REP",45,100.00,367,54,2,2,"0","0"
85,"WALTON TOWNSHIP TREASURER (DEM) (Vote For 1)","Write-in","DEM",0,0.00,367,54,2,2,"0","0"
86,"Burrton City Committeewoman (REP) (Vote For 1)","Write-in","REP",3,100.00,495,73,1,1,"0","0"
87,"Burrton City Committeeman (REP) (Vote For 1)","Write-in","REP",4,100.00,495,73,1,1,"0","0"
88,"Burrton City Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,495,73,1,1,"0","0"
89,"Burrton City Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,495,73,1,1,"0","0"
90,"Halstead City 1-1 Committeewoman (REP) (Vote For 1)","Susan J. Krehbiel","REP",56,100.00,538,71,1,1,"0","0"
91,"Halstead City 1-1 Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,538,71,1,1,"0","0"
92,"Halstead City 1-1 Committeeman (REP) (Vote For 1)","Write-in","REP",10,100.00,538,71,1,1,"0","0"
93,"Halstead City 1-1 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",2,100.00,538,71,1,1,"0","0"
94,"Halstead City 1-1 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,538,71,1,1,"0","0"
95,"Halstead City 1-2 Committeewoman (REP) (Vote For 1)","Lori M. Williams","REP",97,100.00,814,119,1,1,"0","0"
96,"Halstead City 1-2 Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,814,119,1,1,"0","0"
97,"Halstead City 1-2 Committeeman (REP) (Vote For 1)","Grant T. Williams","REP",99,99.00,814,119,1,1,"0","0"
98,"Halstead City 1-2 Committeeman (REP) (Vote For 1)","Write-in","REP",1,1.00,814,119,1,1,"0","0"
99,"Halstead City 1-2 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",1,100.00,814,119,1,1,"0","0"
100,"Halstead City 1-2 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,814,119,1,1,"0","0"
101,"Hesston City 1-1 Committeewoman (REP) (Vote For 1)","Heather Friesen","REP",173,98.86,1310,247,1,1,"0","0"
102,"Hesston City 1-1 Committeewoman (REP) (Vote For 1)","Write-in","REP",2,1.14,1310,247,1,1,"0","0"
103,"Hesston City 1-1 Committeeman (REP) (Vote For 1)","Matt Friesen","REP",173,100.00,1310,247,1,1,"0","0"
104,"Hesston City 1-1 Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,1310,247,1,1,"0","0"
105,"Hesston City 1-1 Committeewoman (DEM) (Vote For 1)","Angela Becker","DEM",43,100.00,1310,247,1,1,"0","0"
106,"Hesston City 1-1 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,1310,247,1,1,"0","0"
107,"Hesston City 1-1 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,1310,247,1,1,"0","0"
108,"Hesston City 1-2 Committeewoman (REP) (Vote For 1)","Carol S. Birch","REP",164,99.39,1240,208,1,1,"0","0"
109,"Hesston City 1-2 Committeewoman (REP) (Vote For 1)","Write-in","REP",1,0.61,1240,208,1,1,"0","0"
110,"Hesston City 1-2 Committeeman (REP) (Vote For 1)","Lee Birch","REP",162,100.00,1240,208,1,1,"0","0"
111,"Hesston City 1-2 Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,1240,208,1,1,"0","0"
112,"Hesston City 1-2 Committeewoman (DEM) (Vote For 1)","Patrice Galbreath-LeFevre","DEM",17,100.00,1240,208,1,1,"0","0"
113,"Hesston City 1-2 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,1240,208,1,1,"0","0"
114,"Hesston City 1-2 Committeeman (DEM) (Vote For 1)","Ronald E. LaFevre","DEM",17,100.00,1240,208,1,1,"0","0"
115,"Hesston City 1-2 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,1240,208,1,1,"0","0"
116,"Newton City 1-1 Committeewoman (REP) (Vote For 1)","Write-in","REP",8,100.00,746,97,1,1,"0","0"
117,"Newton City 1-1 Committeeman (REP) (Vote For 1)","Edward A. Myers","REP",51,94.44,746,97,1,1,"0","0"
118,"Newton City 1-1 Committeeman (REP) (Vote For 1)","Write-in","REP",3,5.56,746,97,1,1,"0","0"
119,"Newton City 1-1 Committeewoman (DEM) (Vote For 1)","Jennifer L. Hammett","DEM",20,90.91,746,97,1,1,"0","0"
120,"Newton City 1-1 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",2,9.09,746,97,1,1,"0","0"
121,"Newton City 1-1 Committeeman (DEM) (Vote For 1)","Eddie G. Hammett","DEM",14,58.33,746,97,1,1,"0","0"
122,"Newton City 1-1 Committeeman (DEM) (Vote For 1)","Elbert Swartzendruber","DEM",10,41.67,746,97,1,1,"0","0"
123,"Newton City 1-1 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,746,97,1,1,"0","0"
124,"Newton City 1-2 Committeewoman (REP) (Vote For 1)","Karen Etter","REP",35,97.22,631,69,1,1,"0","0"
125,"Newton City 1-2 Committeewoman (REP) (Vote For 1)","Write-in","REP",1,2.78,631,69,1,1,"0","0"
126,"Newton City 1-2 Committeeman (REP) (Vote For 1)","Kevin Etter","REP",36,100.00,631,69,1,1,"0","0"
127,"Newton City 1-2 Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,631,69,1,1,"0","0"
128,"Newton City 1-2 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,631,69,1,1,"0","0"
129,"Newton City 1-2 Committeeman (DEM) (Vote For 1)","Harold Schorn","DEM",21,100.00,631,69,1,1,"0","0"
130,"Newton City 1-2 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,631,69,1,1,"0","0"
131,"Newton City 1-3 Committeewoman (REP) (Vote For 1)","Deidra A. Hendricks","REP",46,100.00,447,74,1,1,"0","0"
132,"Newton City 1-3 Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,447,74,1,1,"0","0"
133,"Newton City 1-3 Committeeman (REP) (Vote For 1)","John N. Hendricks","REP",43,95.56,447,74,1,1,"0","0"
134,"Newton City 1-3 Committeeman (REP) (Vote For 1)","Write-in","REP",2,4.44,447,74,1,1,"0","0"
135,"Newton City 1-3 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,447,74,1,1,"0","0"
136,"Newton City 1-3 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,447,74,1,1,"0","0"
137,"Newton City 2-1 Committeewoman (REP) (Vote For 1)","Nancy Hall","REP",26,55.32,737,69,1,1,"0","0"
138,"Newton City 2-1 Committeewoman (REP) (Vote For 1)","Mavis Sack","REP",20,42.55,737,69,1,1,"0","0"
139,"Newton City 2-1 Committeewoman (REP) (Vote For 1)","Write-in","REP",1,2.13,737,69,1,1,"0","0"
140,"Newton City 2-1 Committeeman (REP) (Vote For 1)","Larry J. Hall","REP",28,59.57,737,69,1,1,"0","0"
141,"Newton City 2-1 Committeeman (REP) (Vote For 1)","Sherman David Sack","REP",18,38.30,737,69,1,1,"0","0"
142,"Newton City 2-1 Committeeman (REP) (Vote For 1)","Write-in","REP",1,2.13,737,69,1,1,"0","0"
143,"Newton City 2-1 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,737,69,1,1,"0","0"
144,"Newton City 2-1 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,737,69,1,1,"0","0"
145,"Newton City 2-2 Committeewoman (REP) (Vote For 1)","Victoria R. Hill","REP",105,54.40,1583,276,1,1,"0","0"
146,"Newton City 2-2 Committeewoman (REP) (Vote For 1)","Andrea Veer","REP",85,44.04,1583,276,1,1,"0","0"
147,"Newton City 2-2 Committeewoman (REP) (Vote For 1)","Write-in","REP",3,1.55,1583,276,1,1,"0","0"
148,"Newton City 2-2 Committeeman (REP) (Vote For 1)","Gary D. Hill","REP",192,98.97,1583,276,1,1,"0","0"
149,"Newton City 2-2 Committeeman (REP) (Vote For 1)","Write-in","REP",2,1.03,1583,276,1,1,"0","0"
150,"Newton City 2-2 Committeewoman (DEM) (Vote For 1)","Kathryn J. Parrish","DEM",50,98.04,1583,276,1,1,"0","0"
151,"Newton City 2-2 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",1,1.96,1583,276,1,1,"0","0"
152,"Newton City 2-2 Committeeman (DEM) (Vote For 1)","Write-in","DEM",3,100.00,1583,276,1,1,"0","0"
153,"Newton City 3-1 Committeewoman (REP) (Vote For 1)","Joyce M. Schmidt","REP",56,100.00,633,86,1,1,"0","0"
154,"Newton City 3-1 Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,633,86,1,1,"0","0"
155,"Newton City 3-1 Committeeman (REP) (Vote For 1)","Larry Schmidt","REP",55,100.00,633,86,1,1,"0","0"
156,"Newton City 3-1 Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,633,86,1,1,"0","0"
157,"Newton City 3-1 Committeewoman (DEM) (Vote For 1)","Ann Bemis","DEM",19,100.00,633,86,1,1,"0","0"
158,"Newton City 3-1 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,633,86,1,1,"0","0"
159,"Newton City 3-1 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,633,86,1,1,"0","0"
160,"Newton City 3-2 Committeewoman (REP) (Vote For 1)","Virginia L. Iserhardt","REP",101,98.06,1034,159,1,1,"0","0"
161,"Newton City 3-2 Committeewoman (REP) (Vote For 1)","Write-in","REP",2,1.94,1034,159,1,1,"0","0"
162,"Newton City 3-2 Committeeman (REP) (Vote For 1)","Kermit Iserhardt","REP",103,100.00,1034,159,1,1,"0","0"
163,"Newton City 3-2 Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,1034,159,1,1,"0","0"
164,"Newton City 3-2 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,1034,159,1,1,"0","0"
165,"Newton City 3-2 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,1034,159,1,1,"0","0"
166,"Newton City 3-3 Committeewoman (REP) (Vote For 1)","Elva Kelton","REP",69,100.00,861,114,1,1,"0","0"
167,"Newton City 3-3 Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,861,114,1,1,"0","0"
168,"Newton City 3-3 Committeeman (REP) (Vote For 1)","Donald Kelton","REP",67,100.00,861,114,1,1,"0","0"
169,"Newton City 3-3 Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,861,114,1,1,"0","0"
170,"Newton City 3-3 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",1,100.00,861,114,1,1,"0","0"
171,"Newton City 3-3 Committeeman (DEM) (Vote For 1)","Write-in","DEM",1,100.00,861,114,1,1,"0","0"
172,"Newton City 3-4 Committeewoman (REP) (Vote For 1)","Sharon Skidmore","REP",225,98.25,2079,301,1,1,"0","0"
173,"Newton City 3-4 Committeewoman (REP) (Vote For 1)","Write-in","REP",4,1.75,2079,301,1,1,"0","0"
174,"Newton City 3-4 Committeeman (REP) (Vote For 1)","Keith Skidmore","REP",214,97.72,2079,301,1,1,"0","0"
175,"Newton City 3-4 Committeeman (REP) (Vote For 1)","Write-in","REP",5,2.28,2079,301,1,1,"0","0"
176,"Newton City 3-4 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",1,100.00,2079,301,1,1,"0","0"
177,"Newton City 3-4 Committeeman (DEM) (Vote For 1)","Write-in","DEM",2,100.00,2079,301,1,1,"0","0"
178,"Newton City 4-1 Committeewoman (REP) (Vote For 1)","Ann V. Baker","REP",90,98.90,819,148,1,1,"0","0"
179,"Newton City 4-1 Committeewoman (REP) (Vote For 1)","Write-in","REP",1,1.10,819,148,1,1,"0","0"
180,"Newton City 4-1 Committeeman (REP) (Vote For 1)","Mike Fellows","REP",92,98.92,819,148,1,1,"0","0"
181,"Newton City 4-1 Committeeman (REP) (Vote For 1)","Write-in","REP",1,1.08,819,148,1,1,"0","0"
182,"Newton City 4-1 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,819,148,1,1,"0","0"
183,"Newton City 4-1 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,819,148,1,1,"0","0"
184,"Newton City 4-2 Committeewoman (REP) (Vote For 1)","Judy Harris","REP",133,97.79,1295,260,1,1,"0","0"
185,"Newton City 4-2 Committeewoman (REP) (Vote For 1)","Write-in","REP",3,2.21,1295,260,1,1,"0","0"
186,"Newton City 4-2 Committeeman (REP) (Vote For 1)","John Harris","REP",134,98.53,1295,260,1,1,"0","0"
187,"Newton City 4-2 Committeeman (REP) (Vote For 1)","Write-in","REP",2,1.47,1295,260,1,1,"0","0"
188,"Newton City 4-2 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",4,100.00,1295,260,1,1,"0","0"
189,"Newton City 4-2 Committeeman (DEM) (Vote For 1)","Charlie Robinson","DEM",71,100.00,1295,260,1,1,"0","0"
190,"Newton City 4-2 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,1295,260,1,1,"0","0"
191,"Newton City 4-3 Committeewoman (REP) (Vote For 1)","Write-in","REP",3,100.00,1023,221,1,1,"0","0"
192,"Newton City 4-3 Committeeman (REP) (Vote For 1)","Craig Smet","REP",137,98.56,1023,221,1,1,"0","0"
193,"Newton City 4-3 Committeeman (REP) (Vote For 1)","Write-in","REP",2,1.44,1023,221,1,1,"0","0"
194,"Newton City 4-3 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",1,100.00,1023,221,1,1,"0","0"
195,"Newton City 4-3 Committeeman (DEM) (Vote For 1)","Jonathan M. Shue, Sr.","DEM",37,100.00,1023,221,1,1,"0","0"
196,"Newton City 4-3 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,1023,221,1,1,"0","0"
197,"Newton City 4-4 Committeewoman (REP) (Vote For 1)","Write-in","REP",10,100.00,432,76,1,1,"0","0"
198,"Newton City 4-4 Committeeman (REP) (Vote For 1)","Donald A. Wiebe","REP",48,97.96,432,76,1,1,"0","0"
199,"Newton City 4-4 Committeeman (REP) (Vote For 1)","Write-in","REP",1,2.04,432,76,1,1,"0","0"
200,"Newton City 4-4 Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,432,76,1,1,"0","0"
201,"Newton City 4-4 Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,432,76,1,1,"0","0"
202,"North Newton City Committeewoman (REP) (Vote For 1)","Cynthia Quick","REP",146,99.32,1310,354,1,1,"0","0"
203,"North Newton City Committeewoman (REP) (Vote For 1)","Write-in","REP",1,0.68,1310,354,1,1,"0","0"
204,"North Newton City Committeeman (REP) (Vote For 1)","Scott A. Bannister","REP",93,59.62,1310,354,1,1,"0","0"
205,"North Newton City Committeeman (REP) (Vote For 1)","Caleb Quick","REP",63,40.38,1310,354,1,1,"0","0"
206,"North Newton City Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,1310,354,1,1,"0","0"
207,"North Newton City Committeewoman (DEM) (Vote For 1)","Write-in","DEM",4,100.00,1310,354,1,1,"0","0"
208,"North Newton City Committeeman (DEM) (Vote For 1)","Write-in","DEM",6,100.00,1310,354,1,1,"0","0"
209,"Sedgwick City Committeewoman (REP) (Vote For 1)","Write-in","REP",13,100.00,931,123,1,1,"0","0"
210,"Sedgwick City Committeeman (REP) (Vote For 1)","Write-in","REP",12,100.00,931,123,1,1,"0","0"
211,"Sedgwick City Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,931,123,1,1,"0","0"
212,"Sedgwick City Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,931,123,1,1,"0","0"
213,"Walton City Committeewoman (REP) (Vote For 1)","Jerrica Reimer","REP",19,100.00,154,23,1,1,"0","0"
214,"Walton City Committeewoman (REP) (Vote For 1)","Write-in","REP",0,0.00,154,23,1,1,"0","0"
215,"Walton City Committeeman (REP) (Vote For 1)","Aaron Reimer","REP",20,100.00,154,23,1,1,"0","0"
216,"Walton City Committeeman (REP) (Vote For 1)","Write-in","REP",0,0.00,154,23,1,1,"0","0"
217,"Walton City Committeewoman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,154,23,1,1,"0","0"
218,"Walton City Committeeman (DEM) (Vote For 1)","Write-in","DEM",0,0.00,154,23,1,1,"0","0"
219,"Alta Twp Committeewoman (REP) (Vote For 1)","Teresa Siemens","REP",17,94.44,173,27,1,1,"0","0"
220,"Alta Twp Committeewoman (REP) (Vote For 1)","Write-in","REP",1,5.56,173,27,1,1,"0","0"
221,"Alta Twp Committeeman (REP) (Vote For 1)","Kenneth D. Siemens","REP",17,94.44,173,27,1,1,"0","0"
