County,Precinct,Race,Candidate,Party,Votes
Johnson,Overland Park Ward 2 Precinct 20,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Johnson,Overland Park Ward 3 Precinct 04,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Johnson,Overland Park Ward 4 Precinct 18,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Johnson,Overland Park Ward 4 Precinct 20,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Johnson,Overland Park Ward 5 Precinct 15,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Johnson,Overland Park Ward 5 Precinct 19,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Johnson,Prairie Village Ward 3 Precinct 03,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Johnson,Prairie Village Ward 6 Precinct 03,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Johnson,Shawnee Ward 2 Precinct 12,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Johnson,Shawnee Ward 3 Precinct 05,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Johnson,Shawnee Ward 3 Precinct 12,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Johnson,Shawnee Ward 4 Precinct 13,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,2
Johnson,Gardner Township Precinct 07,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,2
Johnson,Gardner Township Precinct 08,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,2
Johnson,Gardner Township Precinct17,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,2
Johnson,Olathe Township Precinct 06,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,2
Johnson,Olathe Township Precinct13,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,2
Johnson,Spring Hill Township Precinct 02,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,2
Johnson,Edgerton Precinct 05,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,2
Johnson,Gardner Precinct 12,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,2
Johnson,Olathe Ward 1 Precinct 26,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,2
Johnson,Olathe Ward 3 Precinct 25,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,2
Johnson,Shawnee Ward 1 Precinct 12,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,2
Johnson,Gardner Township Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Spring Hill Township Precinct10,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 1 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 1 Precinct 06,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 1 Precinct 20,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 1 Precinct 29,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 2 Precinct 09,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 2 Precinct 25,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 3 Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 3 Precinct 09,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 3 Precinct 16,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 3 Precinct 24,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 4 Precinct 04,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 4 Precinct 11,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Olathe Ward 4 Precinct 24,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Leawood Ward 1 Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Leawood Ward 2 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Leawood Ward 2 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Leawood Ward 3 Precinct 06,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Leawood Ward 4 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Leawood Ward 4 Precinct 06,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Lenexa Ward 1 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Lenexa Ward 1 Precinct 11,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Lenexa Ward 4 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Lenexa Ward 4 Precinct 10,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Lenexa Ward 4 Precinct 12,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Lenexa Ward 4 Precinct 13,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Merriam Ward 1 Precinct 04,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Merriam Ward 2 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Merriam Ward 3 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Mission Ward 1 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Mission Ward 4 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Mission Ward 4 Precinct 04,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Mission Hills Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 1 Precinct 19,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 2 Precinct 11,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 2 Precinct 16,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 2 Precinct 17,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 2 Precinct 24,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 2 Precinct 25,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 2 Precinct 28,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 3 Precinct 12,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 4 Precinct 09,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 4 Precinct 10,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 4 Precinct 14,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 4 Precinct 21,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 5 Precinct 14,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 5 Precinct 18,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 6 Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Overland Park Ward 6 Precinct 13,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Roeland Park Ward 2 Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Roeland Park Ward 4 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Shawnee Ward 1 Precinct 09,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Shawnee Ward 1 Precinct 13,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Shawnee Ward 2 Precinct 08,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Shawnee Ward 3 Precinct 10,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Shawnee Ward 4 Precinct 04,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Shawnee Ward 4 Precinct 11,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Westwood Hills Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Lake Quivira Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,3
Johnson,Gardner Township Precinct16,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,3
Johnson,Gardner Township Precinct25,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,3
Johnson,Lexington Township Precinct 06,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,3
Johnson,Olathe Township Precinct 05,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,3
Johnson,Olathe Township Precinct10,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,3
Johnson,Gardner Precinct 12,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,3
Johnson,Shawnee Ward 1 Precinct 12,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,3
Johnson,Aubry Township Precinct 06,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Oxford Township Precinct 02,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Oxford Township Precinct 04,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Spring Hill Township Precinct 01,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Olathe Ward 1 Precinct 29,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Olathe Ward 1 Precinct 30,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Olathe Ward 2 Precinct 09,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Olathe Ward 3 Precinct 11,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Olathe Ward 4 Precinct 20,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Leawood Ward 1 Precinct 05,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Leawood Ward 1 Precinct 07,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Leawood Ward 2 Precinct 05,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Lenexa Ward 1 Precinct 11,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Lenexa Ward 4 Precinct 01,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Lenexa Ward 4 Precinct 03,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Merriam Ward 4 Precinct 03,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Mission Ward 1 Precinct 01,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Mission Ward 4 Precinct 04,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Overland Park Ward 1 Precinct 05,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Overland Park Ward 1 Precinct 23,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Overland Park Ward 2 Precinct 07,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Overland Park Ward 2 Precinct 11,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Overland Park Ward 2 Precinct 14,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Overland Park Ward 2 Precinct 31,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Overland Park Ward 3 Precinct 20,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Overland Park Ward 5 Precinct 12,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Overland Park Ward 6 Precinct 01,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Overland Park Ward 6 Precinct 24,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Prairie Village Ward 1 Precinct 03,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Prairie Village Ward 4 Precinct 03,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Prairie Village Ward 5 Precinct 01,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Roeland Park Ward 2 Precinct 01,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Roeland Park Ward 3 Precinct 01,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Roeland Park Ward 4 Precinct 02,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Shawnee Ward 1 Precinct 11,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Shawnee Ward 4 Precinct 03,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Shawnee Ward 4 Precinct 08,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Shawnee Ward 4 Precinct 14,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Westwood Precinct 02,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,3
Johnson,Gardner Township Precinct 05,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,3
Johnson,Gardner Township Precinct10,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,3
Johnson,Olathe Township Precinct11,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,3
Johnson,Olathe Township Precinct25,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,3
Johnson,Olathe Township Precinct26,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,3
Johnson,Olathe Ward 2 Precinct 27,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,3
Johnson,Spring Hill Precinct 04,Governor / Lt. Governor,Derek Schmidt / Katie Sawyer,Republican,3
Johnson,Gardner Township Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Oxford Township Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Spring Hill Township Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Gardner Precinct 19,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Gardner Precinct 20,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Olathe Ward 1 Precinct 05,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Olathe Ward 1 Precinct 15,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Olathe Ward 2 Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Olathe Ward 2 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Olathe Ward 3 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Olathe Ward 3 Precinct 15,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Olathe Ward 3 Precinct 19,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Olathe Ward 3 Precinct 20,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Olathe Ward 4 Precinct 05,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Fairway Ward 2 Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Fairway Ward 2 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Leawood Ward 2 Precinct 06,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Leawood Ward 2 Precinct 07,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Leawood Ward 3 Precinct 04,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Leawood Ward 4 Precinct 04,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Lenexa Ward 3 Precinct 09,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Lenexa Ward 3 Precinct 10,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Lenexa Ward 4 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Lenexa Ward 4 Precinct 05,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Lenexa Ward 4 Precinct 08,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Merriam Ward 1 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Merriam Ward 2 Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Merriam Ward 4 Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Mission Ward 3 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 2 Precinct 08,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 2 Precinct 31,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 3 Precinct 06,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 3 Precinct 08,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 3 Precinct 15,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 4 Precinct 04,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 4 Precinct 07,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 5 Precinct 09,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 5 Precinct 13,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 6 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 6 Precinct 15,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 6 Precinct 16,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 6 Precinct 19,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Overland Park Ward 6 Precinct 22,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Prairie Village Ward 1 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Prairie Village Ward 1 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Prairie Village Ward 2 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Prairie Village Ward 3 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Prairie Village Ward 4 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Prairie Village Ward 5 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Prairie Village Ward 6 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Roeland Park Ward 1 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Roeland Park Ward 2 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Roeland Park Ward 4 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Shawnee Ward 1 Precinct 02,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Shawnee Ward 1 Precinct 04,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Shawnee Ward 2 Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Shawnee Ward 2 Precinct 03,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Shawnee Ward 2 Precinct 05,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Shawnee Ward 2 Precinct 11,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Westwood Precinct 01,Governor / Lt. Governor,Seth Cordell / Evan Laudick-Gains,Libertarian,4
Johnson,Gardner Township Precinct14,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,4
Johnson,Olathe Township Precinct19,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,4
Johnson,De Soto Precinct 09,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,4
Johnson,De Soto Precinct 10,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,4
Johnson,Overland Park Ward 6 Precinct 25,Governor / Lt. Governor,Laura Kelly / David Toland,Democratic,4
Johnson,Gardner Township Precinct26,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Olathe Township Precinct 01,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Spring Hill Township Precinct10,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Olathe Ward 4 Precinct 11,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Olathe Ward 4 Precinct 16,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Olathe Ward 4 Precinct 24,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Leawood Ward 4 Precinct 03,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Leawood Ward 4 Precinct 06,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Lenexa Ward 1 Precinct 06,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Lenexa Ward 2 Precinct 01,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Lenexa Ward 2 Precinct 02,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Lenexa Ward 2 Precinct 06,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Lenexa Ward 2 Precinct 10,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Lenexa Ward 4 Precinct 05,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Merriam Ward 1 Precinct 02,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 1 Precinct 13,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 1 Precinct 21,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 2 Precinct 12,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 2 Precinct 13,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 2 Precinct 21,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 2 Precinct 27,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 2 Precinct 28,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 3 Precinct 05,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 4 Precinct 03,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 4 Precinct 07,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 4 Precinct 10,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 4 Precinct 13,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 5 Precinct 07,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 6 Precinct 02,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
Johnson,Overland Park Ward 6 Precinct 20,Governor / Lt. Governor,Dennis Pyle / Kathleen E. Garrison,independent,4
