Offical Election Results
Douglas County
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Kanwaka 56 H47 S3","Nominee for President","Ryan L. Binkley","0","11.72%"
"Lawrence 1","Nominee for President","Joseph R Biden Jr","45","13.62%"
"Lawrence 1","Nominee for President","None of the names shown","15","13.62%"
"Lawrence 1","Nominee for President","Marianne Williamson","2","13.62%"
"Lawrence 1","Nominee for President","Jason Michael Palmer","1","13.62%"
"Lawrence 1","Nominee for President","Dean Phillips","0","13.62%"
"Lawrence 1","Nominee for President","Donald J. Trump","9","13.62%"
"Lawrence 1","Nominee for President","Nikki R. Haley","3","13.62%"
"Lawrence 1","Nominee for President","None of the names shown","3","13.62%"
"Lawrence 1","Nominee for President","Ron DeSantis","1","13.62%"
"Lawrence 1","Nominee for President","Ryan L. Binkley","0","13.62%"
"Lawrence 10","Nominee for President","None of the names shown","3","2.93%"
"Lawrence 10","Nominee for President","Marianne Williamson","1","2.93%"
"Lawrence 10","Nominee for President","Joseph R Biden Jr","1","2.93%"
"Lawrence 10","Nominee for President","Jason Michael Palmer","0","2.93%"
"Lawrence 10","Nominee for President","Dean Phillips","0","2.93%"
"Lawrence 10","Nominee for President","None of the names shown","1","2.93%"
"Lawrence 10","Nominee for President","Donald J. Trump","0","2.93%"
"Lawrence 10","Nominee for President","Nikki R. Haley","0","2.93%"
"Lawrence 10","Nominee for President","Ron DeSantis","0","2.93%"
"Lawrence 10","Nominee for President","Ryan L. Binkley","0","2.93%"
"Lawrence 11","Nominee for President","Joseph R Biden Jr","34","9.06%"
"Lawrence 11","Nominee for President","None of the names shown","6","9.06%"
"Lawrence 11","Nominee for President","Marianne Williamson","1","9.06%"
"Lawrence 11","Nominee for President","Jason Michael Palmer","0","9.06%"
"Lawrence 11","Nominee for President","Dean Phillips","0","9.06%"
"Lawrence 11","Nominee for President","Donald J. Trump","8","9.06%"
"Lawrence 11","Nominee for President","Nikki R. Haley","3","9.06%"
"Lawrence 11","Nominee for President","None of the names shown","2","9.06%"
"Lawrence 11","Nominee for President","Ron DeSantis","0","9.06%"
"Lawrence 11","Nominee for President","Ryan L. Binkley","0","9.06%"
"Lawrence 12","Nominee for President","Joseph R Biden Jr","56","9.03%"
"Lawrence 12","Nominee for President","None of the names shown","12","9.03%"
"Lawrence 12","Nominee for President","Marianne Williamson","1","9.03%"
"Lawrence 12","Nominee for President","Jason Michael Palmer","0","9.03%"
"Lawrence 12","Nominee for President","Dean Phillips","0","9.03%"
"Lawrence 12","Nominee for President","Donald J. Trump","17","9.03%"
"Lawrence 12","Nominee for President","Nikki R. Haley","5","9.03%"
"Lawrence 12","Nominee for President","None of the names shown","3","9.03%"
"Lawrence 12","Nominee for President","Ron DeSantis","0","9.03%"
"Lawrence 12","Nominee for President","Ryan L. Binkley","0","9.03%"
"Lawrence 13","Nominee for President","Joseph R Biden Jr","70","13.72%"
"Lawrence 13","Nominee for President","None of the names shown","15","13.72%"
"Lawrence 13","Nominee for President","Dean Phillips","2","13.72%"
"Lawrence 13","Nominee for President","Marianne Williamson","1","13.72%"
"Lawrence 13","Nominee for President","Jason Michael Palmer","0","13.72%"
"Lawrence 13","Nominee for President","Nikki R. Haley","11","13.72%"
"Lawrence 13","Nominee for President","Donald J. Trump","10","13.72%"
"Lawrence 13","Nominee for President","None of the names shown","7","13.72%"
"Lawrence 13","Nominee for President","Ron DeSantis","2","13.72%"
"Lawrence 13","Nominee for President","Ryan L. Binkley","0","13.72%"
"Lawrence 14 H10 (14.1)","Nominee for President","Joseph R Biden Jr","34","6.79%"
"Lawrence 14 H10 (14.1)","Nominee for President","None of the names shown","10","6.79%"
"Lawrence 14 H10 (14.1)","Nominee for President","Marianne Williamson","2","6.79%"
"Lawrence 14 H10 (14.1)","Nominee for President","Jason Michael Palmer","0","6.79%"
"Lawrence 14 H10 (14.1)","Nominee for President","Dean Phillips","0","6.79%"
"Lawrence 14 H10 (14.1)","Nominee for President","Donald J. Trump","13","6.79%"
"Lawrence 14 H10 (14.1)","Nominee for President","None of the names shown","6","6.79%"
"Lawrence 14 H10 (14.1)","Nominee for President","Nikki R. Haley","5","6.79%"
"Lawrence 14 H10 (14.1)","Nominee for President","Ron DeSantis","1","6.79%"
"Lawrence 14 H10 (14.1)","Nominee for President","Ryan L. Binkley","0","6.79%"
"Lawrence 14 H44 (14B.1)","Nominee for President","Joseph R Biden Jr","26","15.08%"
"Lawrence 14 H44 (14B.1)","Nominee for President","None of the names shown","3","15.08%"
"Lawrence 14 H44 (14B.1)","Nominee for President","Marianne Williamson","2","15.08%"
"Lawrence 14 H44 (14B.1)","Nominee for President","Jason Michael Palmer","0","15.08%"
"Lawrence 14 H44 (14B.1)","Nominee for President","Dean Phillips","0","15.08%"
"Lawrence 14 H44 (14B.1)","Nominee for President","Donald J. Trump","11","15.08%"
"Lawrence 14 H44 (14B.1)","Nominee for President","Nikki R. Haley","3","15.08%"
"Lawrence 14 H44 (14B.1)","Nominee for President","None of the names shown","3","15.08%"
"Lawrence 14 H44 (14B.1)","Nominee for President","Ryan L. Binkley","1","15.08%"
"Lawrence 14 H44 (14B.1)","Nominee for President","Ron DeSantis","0","15.08%"
"Lawrence 15","Nominee for President","Joseph R Biden Jr","65","11.37%"
"Lawrence 15","Nominee for President","None of the names shown","16","11.37%"
"Lawrence 15","Nominee for President","Marianne Williamson","2","11.37%"
"Lawrence 15","Nominee for President","Jason Michael Palmer","1","11.37%"
"Lawrence 15","Nominee for President","Dean Phillips","1","11.37%"
"Lawrence 15","Nominee for President","Donald J. Trump","12","11.37%"
"Lawrence 15","Nominee for President","Nikki R. Haley","7","11.37%"
"Lawrence 15","Nominee for President","None of the names shown","5","11.37%"
"Lawrence 15","Nominee for President","Ron DeSantis","1","11.37%"
"Lawrence 15","Nominee for President","Ryan L. Binkley","0","11.37%"
"Lawrence 16","Nominee for President","Joseph R Biden Jr","51","10.77%"
"Lawrence 16","Nominee for President","None of the names shown","6","10.77%"
"Lawrence 16","Nominee for President","Marianne Williamson","1","10.77%"
"Lawrence 16","Nominee for President","Jason Michael Palmer","0","10.77%"
"Lawrence 16","Nominee for President","Dean Phillips","0","10.77%"
"Lawrence 16","Nominee for President","Donald J. Trump","13","10.77%"
"Lawrence 16","Nominee for President","None of the names shown","5","10.77%"
"Lawrence 16","Nominee for President","Nikki R. Haley","3","10.77%"
"Lawrence 16","Nominee for President","Ron DeSantis","2","10.77%"
"Lawrence 16","Nominee for President","Ryan L. Binkley","0","10.77%"
"Lawrence 17","Nominee for President","Joseph R Biden Jr","51","10.80%"
"Lawrence 17","Nominee for President","None of the names shown","9","10.80%"
"Lawrence 17","Nominee for President","Marianne Williamson","2","10.80%"
"Lawrence 17","Nominee for President","Jason Michael Palmer","0","10.80%"
"Lawrence 17","Nominee for President","Dean Phillips","0","10.80%"
"Lawrence 17","Nominee for President","Donald J. Trump","29","10.80%"
"Lawrence 17","Nominee for President","Nikki R. Haley","18","10.80%"
"Lawrence 17","Nominee for President","None of the names shown","3","10.80%"
"Lawrence 17","Nominee for President","Ron DeSantis","2","10.80%"
"Lawrence 17","Nominee for President","Ryan L. Binkley","1","10.80%"
"Lawrence 18","Nominee for President","Joseph R Biden Jr","72","9.92%"
"Lawrence 18","Nominee for President","None of the names shown","4","9.92%"
"Lawrence 18","Nominee for President","Marianne Williamson","2","9.92%"
"Lawrence 18","Nominee for President","Dean Phillips","2","9.92%"
"Lawrence 18","Nominee for President","Jason Michael Palmer","0","9.92%"
"Lawrence 18","Nominee for President","Donald J. Trump","24","9.92%"
"Lawrence 18","Nominee for President","Nikki R. Haley","21","9.92%"
"Lawrence 18","Nominee for President","Ron DeSantis","4","9.92%"
"Lawrence 18","Nominee for President","None of the names shown","2","9.92%"
"Lawrence 18","Nominee for President","Ryan L. Binkley","0","9.92%"
"Lawrence 19","Nominee for President","Joseph R Biden Jr","71","13.34%"
"Lawrence 19","Nominee for President","None of the names shown","2","13.34%"
"Lawrence 19","Nominee for President","Marianne Williamson","0","13.34%"
"Lawrence 19","Nominee for President","Jason Michael Palmer","0","13.34%"
"Lawrence 19","Nominee for President","Dean Phillips","0","13.34%"
"Lawrence 19","Nominee for President","Donald J. Trump","26","13.34%"
"Lawrence 19","Nominee for President","Nikki R. Haley","26","13.34%"
"Lawrence 19","Nominee for President","None of the names shown","5","13.34%"
"Lawrence 19","Nominee for President","Ron DeSantis","2","13.34%"
"Lawrence 19","Nominee for President","Ryan L. Binkley","1","13.34%"
"Lawrence 2","Nominee for President","Joseph R Biden Jr","47","12.52%"
"Lawrence 2","Nominee for President","None of the names shown","11","12.52%"
"Lawrence 2","Nominee for President","Marianne Williamson","4","12.52%"
"Lawrence 2","Nominee for President","Jason Michael Palmer","0","12.52%"
"Lawrence 2","Nominee for President","Dean Phillips","0","12.52%"
"Lawrence 2","Nominee for President","Nikki R. Haley","6","12.52%"
"Lawrence 2","Nominee for President","Donald J. Trump","5","12.52%"
"Lawrence 2","Nominee for President","None of the names shown","4","12.52%"
"Lawrence 2","Nominee for President","Ron DeSantis","0","12.52%"
"Lawrence 2","Nominee for President","Ryan L. Binkley","0","12.52%"
"Lawrence 20","Nominee for President","Joseph R Biden Jr","70","10.37%"
"Lawrence 20","Nominee for President","None of the names shown","10","10.37%"
"Lawrence 20","Nominee for President","Marianne Williamson","1","10.37%"
"Lawrence 20","Nominee for President","Jason Michael Palmer","0","10.37%"
"Lawrence 20","Nominee for President","Dean Phillips","0","10.37%"
"Lawrence 20","Nominee for President","Donald J. Trump","27","10.37%"
"Lawrence 20","Nominee for President","Nikki R. Haley","22","10.37%"
"Lawrence 20","Nominee for President","None of the names shown","5","10.37%"
"Lawrence 20","Nominee for President","Ron DeSantis","0","10.37%"
"Lawrence 20","Nominee for President","Ryan L. Binkley","0","10.37%"
"Lawrence 21","Nominee for President","Joseph R Biden Jr","43","13.82%"
"Lawrence 21","Nominee for President","None of the names shown","4","13.82%"
"Lawrence 21","Nominee for President","Marianne Williamson","0","13.82%"
"Lawrence 21","Nominee for President","Jason Michael Palmer","0","13.82%"
"Lawrence 21","Nominee for President","Dean Phillips","0","13.82%"
"Lawrence 21","Nominee for President","Nikki R. Haley","13","13.82%"
"Lawrence 21","Nominee for President","Donald J. Trump","2","13.82%"
"Lawrence 21","Nominee for President","None of the names shown","1","13.82%"
"Lawrence 21","Nominee for President","Ron DeSantis","0","13.82%"
"Lawrence 21","Nominee for President","Ryan L. Binkley","0","13.82%"
"Lawrence 22","Nominee for President","Joseph R Biden Jr","68","14.30%"
"Lawrence 22","Nominee for President","None of the names shown","11","14.30%"
"Lawrence 22","Nominee for President","Marianne Williamson","5","14.30%"
"Lawrence 22","Nominee for President","Dean Phillips","2","14.30%"
"Lawrence 22","Nominee for President","Jason Michael Palmer","0","14.30%"
"Lawrence 22","Nominee for President","Donald J. Trump","33","14.30%"
"Lawrence 22","Nominee for President","Nikki R. Haley","5","14.30%"
"Lawrence 22","Nominee for President","None of the names shown","3","14.30%"
"Lawrence 22","Nominee for President","Ron DeSantis","2","14.30%"
"Lawrence 22","Nominee for President","Ryan L. Binkley","0","14.30%"
"Lawrence 23","Nominee for President","Joseph R Biden Jr","50","15.25%"
"Lawrence 23","Nominee for President","None of the names shown","5","15.25%"
"Lawrence 23","Nominee for President","Marianne Williamson","1","15.25%"
"Lawrence 23","Nominee for President","Jason Michael Palmer","0","15.25%"
"Lawrence 23","Nominee for President","Dean Phillips","0","15.25%"
"Lawrence 23","Nominee for President","Nikki R. Haley","9","15.25%"
"Lawrence 23","Nominee for President","None of the names shown","8","15.25%"
"Lawrence 23","Nominee for President","Donald J. Trump","3","15.25%"
"Lawrence 23","Nominee for President","Ryan L. Binkley","1","15.25%"
"Lawrence 23","Nominee for President","Ron DeSantis","0","15.25%"
"Lawrence 24","Nominee for President","Joseph R Biden Jr","39","11.61%"
"Lawrence 24","Nominee for President","None of the names shown","7","11.61%"
"Lawrence 24","Nominee for President","Dean Phillips","1","11.61%"
"Lawrence 24","Nominee for President","Marianne Williamson","0","11.61%"
"Lawrence 24","Nominee for President","Jason Michael Palmer","0","11.61%"
"Lawrence 24","Nominee for President","Donald J. Trump","11","11.61%"
"Lawrence 24","Nominee for President","Nikki R. Haley","7","11.61%"
"Lawrence 24","Nominee for President","None of the names shown","7","11.61%"
"Lawrence 24","Nominee for President","Ron DeSantis","0","11.61%"
"Lawrence 24","Nominee for President","Ryan L. Binkley","0","11.61%"
"Lawrence 25 H10 (25A.1)","Nominee for President","Joseph R Biden Jr","3","9.43%"
"Lawrence 25 H10 (25A.1)","Nominee for President","None of the names shown","1","9.43%"
"Lawrence 25 H10 (25A.1)","Nominee for President","Marianne Williamson","0","9.43%"
"Lawrence 25 H10 (25A.1)","Nominee for President","Jason Michael Palmer","0","9.43%"
"Lawrence 25 H10 (25A.1)","Nominee for President","Dean Phillips","0","9.43%"
"Lawrence 25 H10 (25A.1)","Nominee for President","Donald J. Trump","1","9.43%"
"Lawrence 25 H10 (25A.1)","Nominee for President","Nikki R. Haley","0","9.43%"
"Lawrence 25 H10 (25A.1)","Nominee for President","Ron DeSantis","0","9.43%"
"Lawrence 25 H10 (25A.1)","Nominee for President","Ryan L. Binkley","0","9.43%"
"Lawrence 25 H10 (25A.1)","Nominee for President","None of the names shown","0","9.43%"
"Lawrence 25 H46 (25.1)","Nominee for President","None of the names shown","15","8.82%"
"Lawrence 25 H46 (25.1)","Nominee for President","Joseph R Biden Jr","13","8.82%"
"Lawrence 25 H46 (25.1)","Nominee for President","Marianne Williamson","3","8.82%"
"Lawrence 25 H46 (25.1)","Nominee for President","Dean Phillips","1","8.82%"
"Lawrence 25 H46 (25.1)","Nominee for President","Jason Michael Palmer","0","8.82%"
"Lawrence 25 H46 (25.1)","Nominee for President","Donald J. Trump","3","8.82%"
"Lawrence 25 H46 (25.1)","Nominee for President","Nikki R. Haley","0","8.82%"
"Lawrence 25 H46 (25.1)","Nominee for President","Ron DeSantis","0","8.82%"
"Lawrence 25 H46 (25.1)","Nominee for President","Ryan L. Binkley","0","8.82%"
"Lawrence 25 H46 (25.1)","Nominee for President","None of the names shown","0","8.82%"
"Lawrence 26 H10 (26B.1)","Nominee for President","Joseph R Biden Jr","23","7.33%"
"Lawrence 26 H10 (26B.1)","Nominee for President","None of the names shown","6","7.33%"
"Lawrence 26 H10 (26B.1)","Nominee for President","Dean Phillips","1","7.33%"
"Lawrence 26 H10 (26B.1)","Nominee for President","Marianne Williamson","0","7.33%"
"Lawrence 26 H10 (26B.1)","Nominee for President","Jason Michael Palmer","0","7.33%"
"Lawrence 26 H10 (26B.1)","Nominee for President","Donald J. Trump","4","7.33%"
"Lawrence 26 H10 (26B.1)","Nominee for President","None of the names shown","2","7.33%"
"Lawrence 26 H10 (26B.1)","Nominee for President","Nikki R. Haley","1","7.33%"
"Lawrence 26 H10 (26B.1)","Nominee for President","Ron DeSantis","0","7.33%"
"Lawrence 26 H10 (26B.1)","Nominee for President","Ryan L. Binkley","0","7.33%"
"Lawrence 26 H46 (26.1)","Nominee for President","Joseph R Biden Jr","7","6.10%"
"Lawrence 26 H46 (26.1)","Nominee for President","None of the names shown","2","6.10%"
"Lawrence 26 H46 (26.1)","Nominee for President","Marianne Williamson","0","6.10%"
"Lawrence 26 H46 (26.1)","Nominee for President","Jason Michael Palmer","0","6.10%"
"Lawrence 26 H46 (26.1)","Nominee for President","Dean Phillips","0","6.10%"
"Lawrence 26 H46 (26.1)","Nominee for President","Nikki R. Haley","1","6.10%"
"Lawrence 26 H46 (26.1)","Nominee for President","Donald J. Trump","0","6.10%"
"Lawrence 26 H46 (26.1)","Nominee for President","Ron DeSantis","0","6.10%"
"Lawrence 26 H46 (26.1)","Nominee for President","Ryan L. Binkley","0","6.10%"
"Lawrence 26 H46 (26.1)","Nominee for President","None of the names shown","0","6.10%"
"Lawrence 27","Nominee for President","Joseph R Biden Jr","32","8.13%"
"Lawrence 27","Nominee for President","None of the names shown","13","8.13%"
"Lawrence 27","Nominee for President","Marianne Williamson","2","8.13%"
"Lawrence 27","Nominee for President","Jason Michael Palmer","0","8.13%"
"Lawrence 27","Nominee for President","Dean Phillips","0","8.13%"
"Lawrence 27","Nominee for President","Donald J. Trump","3","8.13%"
"Lawrence 27","Nominee for President","None of the names shown","2","8.13%"
"Lawrence 27","Nominee for President","Ryan L. Binkley","1","8.13%"
"Lawrence 27","Nominee for President","Nikki R. Haley","0","8.13%"
"Lawrence 27","Nominee for President","Ron DeSantis","0","8.13%"
"Lawrence 28 (28B.1)","Nominee for President","Joseph R Biden Jr","42","11.36%"
"Lawrence 28 (28B.1)","Nominee for President","None of the names shown","8","11.36%"
"Lawrence 28 (28B.1)","Nominee for President","Marianne Williamson","1","11.36%"
"Lawrence 28 (28B.1)","Nominee for President","Jason Michael Palmer","0","11.36%"
"Lawrence 28 (28B.1)","Nominee for President","Dean Phillips","0","11.36%"
"Lawrence 28 (28B.1)","Nominee for President","Donald J. Trump","12","11.36%"
"Lawrence 28 (28B.1)","Nominee for President","Nikki R. Haley","3","11.36%"
"Lawrence 28 (28B.1)","Nominee for President","Ron DeSantis","1","11.36%"
