PRECINCT NAME,REGISTERED VOTERS TOTAL,REGISTERED VOTERS - DEMOCRATIC,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - NONPARTISAN,BALLOTS CAST TOTAL,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - REPUBLICAN,BALLOTS CAST BLANK,REP For President,REP For President,REP For President,REP For President,REP For President,DEM For President,DEM For President,DEM For President,DEM For President,DEM For President
GD,492,50,344,98,17,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
GN01,1102,140,683,279,77,18,59,0,44,13,0,0,2,0,0,0,15,3
GN09,2,0,2,0,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
GN10,2,2,0,0,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
GN13,2,0,2,0,2,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
GO,1797,259,936,602,80,10,70,0,60,7,0,1,2,0,0,0,10,0
GO01,1,0,1,0,1,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
GO02,79,10,49,20,1,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
GO04,157,25,96,36,12,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
GO05,1605,278,834,493,107,29,78,0,65,10,2,0,1,1,0,3,23,2
GR,695,102,385,208,53,15,38,0,34,3,0,0,1,2,2,0,10,1
GY01,2130,297,1177,656,139,19,120,0,83,26,5,1,5,1,0,1,16,1
GY02,278,53,70,155,2,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
GY03,71,14,38,19,4,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
GY04,89,13,23,53,1,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
GY07,249,41,131,77,21,1,20,0,13,3,0,0,4,0,0,0,1,0
GY08,124,20,65,39,13,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
HA11,1336,277,586,473,87,27,60,0,43,10,1,1,5,2,0,2,19,4
HA13,2,1,0,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
HA15,1,0,1,0,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
HA17,455,69,185,201,28,5,23,0,22,1,0,0,0,0,0,1,3,1
HA21,1202,269,470,463,78,21,57,0,48,8,0,0,1,3,0,0,16,2
HA24,93,18,40,35,4,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
HA25,31,3,16,12,1,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
HA27,471,88,183,200,22,8,14,0,11,3,0,0,0,0,0,0,8,0
HA31,1404,264,591,549,92,24,68,0,55,8,2,1,2,1,0,0,19,3
HA33,98,20,52,26,12,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
HA35,182,23,69,90,4,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
HA41,1154,210,536,408,77,16,61,0,45,12,1,1,2,1,0,0,14,1
HA42,527,81,238,208,23,8,15,0,11,4,0,0,0,0,0,0,8,0
IL01,1499,206,929,364,101,11,90,0,73,13,3,1,0,2,0,0,5,4
KE01,2,1,0,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
KE02,15,4,5,6,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
KE03,1295,248,675,372,140,43,97,2,70,19,2,1,4,1,0,0,40,1
KE04,54,10,24,20,3,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
KE07,15,1,10,4,2,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
KE08,4,0,3,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
KE10,6,0,4,2,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
KE17,1,0,1,0,1,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
KE19,4,1,0,3,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
KE21,18,1,9,8,1,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
KE26,7,0,6,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
LI,396,50,268,78,32,2,30,0,27,2,0,0,1,0,0,0,2,0
MI01,1557,227,1025,305,132,32,100,0,62,23,7,0,8,1,1,0,30,0
MI02,638,117,388,133,50,15,35,0,24,10,1,0,0,0,0,0,15,0
MI03,4,1,3,0,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
MI05,3,0,3,0,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
MI07,34,4,21,9,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
MI08,35,4,26,5,1,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
MI09,335,81,149,105,32,9,23,0,22,1,0,0,0,0,0,0,8,1
MI12,2,0,2,0,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
MI14,137,36,71,30,13,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
MI20,3,0,2,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
MI22,2,1,1,0,1,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
MI26,24,5,11,8,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
MO,1862,218,1168,476,110,9,101,0,82,12,4,1,2,1,0,0,6,2
MV01,923,183,463,277,55,9,46,0,31,12,2,0,1,0,0,0,9,0
MV02,2642,436,1338,868,144,32,112,0,88,16,3,1,4,1,0,1,26,4
MV05,4,0,2,2,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
MV06,136,22,75,39,9,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
MV14,2,0,2,0,2,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
NI,1903,250,1059,594,130,35,95,0,76,14,1,1,3,2,2,0,28,3
NI01,370,40,251,79,35,8,27,0,20,5,0,0,2,0,0,0,8,0
OH01,1011,134,583,294,74,12,62,1,55,5,1,0,0,2,0,2,8,0
PA01,203,43,105,55,27,6,21,0,18,2,0,0,1,0,0,0,5,1
PA02,262,46,114,102,22,6,16,0,9,6,0,0,1,0,0,0,5,1
PA05,2032,378,864,790,90,23,67,1,52,8,4,0,2,1,1,0,17,4
PA06,85,18,48,19,9,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PA09,5,0,4,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PA10,2,0,0,2,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PA11,2,0,2,0,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PA12,2,0,1,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PA14,1781,306,890,585,126,34,92,0,65,23,0,0,3,1,0,1,32,0
PA15,327,39,190,98,5,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PA16,18,1,10,7,1,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PA17,1,0,1,0,1,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PC11,200,43,81,76,6,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PC13,448,62,242,144,29,7,22,0,19,2,0,0,1,0,0,0,7,0
PC16,2,0,2,0,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PC17,2,1,0,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PC18,385,70,187,128,19,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PC19,157,42,43,72,8,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PC21,1166,281,488,397,92,25,67,0,56,7,1,0,3,1,0,0,19,5
PC23,336,75,151,110,15,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PC31,1109,244,406,459,65,18,47,0,39,4,3,0,1,2,0,0,16,0
PC32,241,49,97,95,18,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PC41,690,149,286,255,37,8,29,0,22,6,1,0,0,1,0,0,5,2
PC43,496,131,203,162,26,10,16,0,12,4,0,0,0,0,0,0,9,1
PC44,45,5,29,11,4,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PC45,270,63,118,89,16,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
PY01,1090,159,622,309,53,13,40,0,22,13,3,0,2,1,0,0,11,1
RI01,34,5,15,14,2,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
RI03,362,69,135,158,28,9,19,0,15,3,1,0,0,0,0,0,9,0
RI06,184,31,103,50,14,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
RI07,917,245,214,458,45,14,31,0,31,0,0,0,0,2,1,0,9,2
RI13,5,4,0,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
RI14,53,10,28,15,3,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
RI15,504,125,98,281,9,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
RI16,4,2,1,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
RO01,670,88,397,185,53,4,49,0,42,6,0,0,1,0,0,0,4,0
RO03,442,59,265,118,40,11,29,0,26,2,0,0,1,0,0,0,8,3
RO04,13,3,8,2,1,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
SA01,1562,244,744,574,115,29,86,0,70,9,2,2,3,1,0,1,24,3
SA02,772,123,382,267,55,14,41,0,27,13,1,0,0,0,1,0,13,0
SA03,55,3,35,17,5,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
SA04,36,2,22,12,4,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
SA05,377,76,175,126,37,9,28,0,27,1,0,0,0,0,1,0,7,1
SE,120,25,48,47,9,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
SH,1421,152,984,285,54,6,48,0,39,6,1,0,2,2,0,0,2,2
UN01,1796,171,1204,421,65,7,58,0,51,4,2,0,1,0,0,3,2,2
UN02,296,51,148,97,17,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
VA,787,119,439,229,52,13,39,0,32,4,0,1,2,0,0,0,11,2
VC11,1220,194,635,391,68,17,51,0,38,7,3,0,3,1,0,1,12,3
VC21,1144,172,637,335,100,20,80,1,63,15,1,1,0,1,0,2,16,0
VC31,1108,150,559,399,76,13,63,0,48,11,2,0,2,2,0,0,10,1
VC32,41,9,19,13,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
VC33,5,1,3,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
VC41,1183,186,640,357,78,15,63,0,43,14,2,0,4,1,0,1,13,0
VC42,336,45,169,122,20,6,14,0,13,1,0,0,0,0,0,0,6,0
VC44,13,0,13,0,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
VI,367,54,237,76,34,9,25,0,20,3,0,0,2,0,1,0,5,3
WA01,89,15,56,18,6,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
WA02,354,61,208,85,19,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
WA03,15,5,8,2,3,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
WA05,1,1,0,0,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
WA08,2,0,1,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
WA09,4,1,2,1,0,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
WA11,2,0,2,0,2,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
WA12,4,0,4,0,2,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
WA13,42,5,25,12,2,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED
COUNTY TOTALS,333849,84924,132593,116332,21549,7280,14269,29,10607,2583,369,65,627,227,69,96,6308,561
