County,Precinct,Race,Candidate,Party,Votes,VTD
Atchison,Atchison Precinct 5 South Exclave B,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,00008C
Atchison,Atchison Precinct 5 South Exclave B,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,0,00008C
Atchison,Atchison Precinct 5 South Exclave C,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,00008D
Atchison,Atchison Precinct 5 South Exclave C,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,0,00008D
Atchison,Center Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,190,000100
Atchison,Center Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,142,000100
Atchison,Grasshopper Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,184,000110
Atchison,Grasshopper Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,113,000110
Atchison,Huron Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,60,000120
Atchison,Huron Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,35,000120
Atchison,Kapioma Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,71,000130
Atchison,Kapioma Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,62,000130
Atchison,Lancaster Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,237,000140
Atchison,Lancaster Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,88,000140
Atchison,Shannon Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,428,00016A
Atchison,Shannon Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,221,00016A
Atchison,Walnut Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,142,00017A
Atchison,Walnut Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,93,00017A
Atchison,Walnut Township Enclave,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,00017B
Atchison,Walnut Township Enclave,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,0,00017B
Atchison,Mount Pleasant Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,247,100050
Atchison,Mount Pleasant Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,212,100050
Atchison,Benton Township H62,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,194,120020
Atchison,Benton Township H62,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,122,120020
Atchison,Benton Township H63,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,73,120030
Atchison,Benton Township H63,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,41,120030
Barber,Aetna Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,000010
Barber,Aetna Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,1,000010
Barber,Deerhead Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,4,000020
Barber,Deerhead Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,2,000020
Barber,Eagle Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,12,000030
Barber,Eagle Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,8,000030
Barber,Elm Mills Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,38,000040
Barber,Elm Mills Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,34,000040
Barber,Elwood Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,56,000050
Barber,Elwood Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,26,000050
Barber,Hazelton Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,34,000060
Barber,Hazelton Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,23,000060
Barber,Kiowa East Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,193,000070
Barber,Kiowa East Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,86,000070
Barber,Kiowa West Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,124,000080
Barber,Kiowa West Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,50,000080
Barber,Lake City Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,29,000090
Barber,Lake City Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,17,000090
Barber,McAdoo Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,5,000100
Barber,McAdoo Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,2,000100
Barber,Medicine Lodge Precinct 1,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,201,000110
Barber,Medicine Lodge Precinct 1,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,105,000110
Barber,Medicine Lodge Precinct 2,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,158,00012A
Barber,Medicine Lodge Precinct 2,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,71,00012A
Barber,Medicine Lodge Precinct 3,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,126,000130
Barber,Medicine Lodge Precinct 3,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,44,000130
Barber,Medicine Lodge Precinct 4,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,61,000140
Barber,Medicine Lodge Precinct 4,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,59,000140
Barber,Medicine Lodge Precinct 5,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,22,000150
Barber,Medicine Lodge Precinct 5,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,7,000150
Barber,Mingona Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,23,000160
Barber,Mingona Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,19,000160
Barber,Moore Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,14,000170
Barber,Moore Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,7,000170
Barber,Nippawalla Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,6,000180
Barber,Nippawalla Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,6,000180
Barber,Sun City Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,7,000210
Barber,Sun City Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,20,000210
Barber,Turkey Creek Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,2,000220
Barber,Turkey Creek Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,5,000220
Barber,Valley Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,33,000230
Barber,Valley Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,35,000230
Barber,Sharon Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,92,130010
Barber,Sharon Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,68,130010
Barton,Albion Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,20,000010
Barton,Albion Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,6,000010
Barton,Beaver Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,27,000020
Barton,Beaver Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,14,000020
Barton,Buffalo Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,130,000030
Barton,Buffalo Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,78,000030
Barton,Cheyenne Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,74,000040
Barton,Cheyenne Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,27,000040
Barton,Clarence Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,45,000050
Barton,Clarence Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,21,000050
Barton,Cleveland Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,14,000060
Barton,Cleveland Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,10,000060
Barton,Comanche Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,134,000070
Barton,Comanche Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,64,000070
Barton,Eureka Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,32,000080
Barton,Eureka Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,8,000080
Barton,Fairview Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,32,000090
Barton,Fairview Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,8,000090
Barton,Grant Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,20,000100
Barton,Grant Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,2,000100
Barton,Great Bend City Ward 1 Precinct 1,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,221,00011A
Barton,Great Bend City Ward 1 Precinct 1,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,90,00011A
Barton,Great Bend City Ward 1 Precinct 1 Courthouse,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,00011B
Barton,Great Bend City Ward 1 Precinct 1 Courthouse,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,0,00011B
Barton,Great Bend City Ward 1 Precinct 2,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,360,000120
Barton,Great Bend City Ward 1 Precinct 2,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,96,000120
Barton,Great Bend City Ward 1 Precinct 3,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,284,000130
Barton,Great Bend City Ward 1 Precinct 3,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,72,000130
Barton,Great Bend City Ward 2 Precinct 1,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,446,000140
Barton,Great Bend City Ward 2 Precinct 1,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,126,000140
Barton,Great Bend City Ward 2 Precinct 2,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,402,000150
Barton,Great Bend City Ward 2 Precinct 2,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,138,000150
Barton,Great Bend City Ward 2 Precinct 3,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,505,000160
Barton,Great Bend City Ward 2 Precinct 3,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,158,000160
Barton,Great Bend City Ward 3 Precinct 1,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,324,000170
Barton,Great Bend City Ward 3 Precinct 1,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,121,000170
Barton,Great Bend City Ward 3 Precinct 2,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,330,000180
Barton,Great Bend City Ward 3 Precinct 2,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,130,000180
Barton,Great Bend City Ward 3 Precinct 3,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,375,00019A
Barton,Great Bend City Ward 3 Precinct 3,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,144,00019A
Barton,Great Bend City Ward 3 Precinct 3 Exclave,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,00019B
Barton,Great Bend City Ward 3 Precinct 3 Exclave,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,0,00019B
Barton,Great Bend City Ward 4 Precinct 1,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,180,000200
Barton,Great Bend City Ward 4 Precinct 1,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,80,000200
Barton,Great Bend City Ward 4 Precinct 2,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,156,000210
Barton,Great Bend City Ward 4 Precinct 2,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,39,000210
Barton,Great Bend City Ward 4 Precinct 3,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,72,00022A
Barton,Great Bend City Ward 4 Precinct 3,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,19,00022A
Barton,Great Bend City Ward 4 Precinct 3 Exclave A,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,00022B
Barton,Great Bend City Ward 4 Precinct 3 Exclave A,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,0,00022B
Barton,Great Bend City Ward 4 Precinct 3 Exclave B,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,00022C
Barton,Great Bend City Ward 4 Precinct 3 Exclave B,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,0,00022C
Barton,Great Bend City Ward 4 Precinct 3 Exclave C,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,00022D
Barton,Great Bend City Ward 4 Precinct 3 Exclave C,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,0,00022D
Barton,Great Bend City Ward 4 Precinct 3 Exclave D1,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,00022E
Barton,Great Bend City Ward 4 Precinct 3 Exclave D1,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,0,00022E
Barton,Great Bend City Ward 4 Precinct 3 Exclave D2,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,00022F
Barton,Great Bend City Ward 4 Precinct 3 Exclave D2,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,0,00022F
Barton,Great Bend Township Part A,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,396,00023A
Barton,Great Bend Township Part A,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,162,00023A
Barton,Great Bend Township Part B,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,63,00023B
Barton,Great Bend Township Part B,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,24,00023B
Barton,Great Bend Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,00023C
Barton,Great Bend Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,0,00023C
Barton,Hoisington Ward 1,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,198,000240
Barton,Hoisington Ward 1,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,67,000240
Barton,Hoisington Ward 2,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,214,000250
Barton,Hoisington Ward 2,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,83,000250
Barton,Hoisington Ward 3,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,185,000260
Barton,Hoisington Ward 3,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,68,000260
Barton,Hoisington Ward 4,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,180,00027A
Barton,Hoisington Ward 4,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,54,00027A
Barton,Hoisington Ward 4 Exclave,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,0,00027B
Barton,Hoisington Ward 4 Exclave,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,0,00027B
Barton,Independent Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,262,000280
Barton,Independent Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,94,000280
Barton,Lakin Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,649,000290
Barton,Lakin Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,292,000290
Barton,Liberty Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,76,000300
Barton,Liberty Township,Supreme Court Justice 4,"Rosen, Eric S. - ""NO""",,28,000300
Barton,Logan Township,Supreme Court Justice 4,"Rosen, Eric S. - ""YES""",,50,000310
