County,Precinct,Race,District,Candidate,Party,Votes,VTD
DICKINSON,Herington Ward 1,Kansas Senate,35,"Wilborn, Richard  ",Republican,184,000150
DICKINSON,Herington Ward 2,Kansas Senate,35,"Morris, Levi  ",Democratic,128,000160
DICKINSON,Herington Ward 2,Kansas Senate,35,"Wilborn, Richard  ",Republican,176,000160
DICKINSON,Herington Ward 4,Kansas Senate,35,"Morris, Levi  ",Democratic,56,000170
DICKINSON,Herington Ward 4,Kansas Senate,35,"Wilborn, Richard  ",Republican,125,000170
DICKINSON,Holland Township,Kansas Senate,35,"Morris, Levi  ",Democratic,4,000180
DICKINSON,Holland Township,Kansas Senate,35,"Wilborn, Richard  ",Republican,56,000180
DICKINSON,Hope Township,Kansas Senate,35,"Morris, Levi  ",Democratic,68,000190
DICKINSON,Hope Township,Kansas Senate,35,"Wilborn, Richard  ",Republican,127,000190
DICKINSON,Jefferson Township,Kansas Senate,35,"Morris, Levi  ",Democratic,16,000200
DICKINSON,Jefferson Township,Kansas Senate,35,"Wilborn, Richard  ",Republican,102,000200
DICKINSON,Liberty Township,Kansas Senate,35,"Morris, Levi  ",Democratic,45,000210
DICKINSON,Liberty Township,Kansas Senate,35,"Wilborn, Richard  ",Republican,108,000210
DICKINSON,Lincoln Township,Kansas Senate,24,"Merriman, Donald R. ",Democratic,163,000220
DICKINSON,Lincoln Township,Kansas Senate,24,"Hardy, Randall R. ",Republican,463,000220
DICKINSON,Logan Township,Kansas Senate,35,"Morris, Levi  ",Democratic,22,000230
DICKINSON,Logan Township,Kansas Senate,35,"Wilborn, Richard  ",Republican,64,000230
DICKINSON,Newbern Township,Kansas Senate,35,"Morris, Levi  ",Democratic,43,000250
DICKINSON,Newbern Township,Kansas Senate,35,"Wilborn, Richard  ",Republican,166,000250
DICKINSON,Noble Township,Kansas Senate,24,"Merriman, Donald R. ",Democratic,184,000260
DICKINSON,Noble Township,Kansas Senate,24,"Hardy, Randall R. ",Republican,545,000260
DICKINSON,Ridge Township,Kansas Senate,35,"Morris, Levi  ",Democratic,13,000270
DICKINSON,Ridge Township,Kansas Senate,35,"Wilborn, Richard  ",Republican,56,000270
DICKINSON,Rinehart Township,Kansas Senate,24,"Merriman, Donald R. ",Democratic,17,000280
DICKINSON,Rinehart Township,Kansas Senate,24,"Hardy, Randall R. ",Republican,109,000280
DICKINSON,Sherman Township,Kansas Senate,24,"Merriman, Donald R. ",Democratic,16,000290
DICKINSON,Sherman Township,Kansas Senate,24,"Hardy, Randall R. ",Republican,59,000290
DICKINSON,Union Township,Kansas Senate,35,"Morris, Levi  ",Democratic,21,000300
DICKINSON,Union Township,Kansas Senate,35,"Wilborn, Richard  ",Republican,54,000300
DICKINSON,Wheatland Township,Kansas Senate,35,"Morris, Levi  ",Democratic,7,000310
DICKINSON,Wheatland Township,Kansas Senate,35,"Wilborn, Richard  ",Republican,68,000310
DICKINSON,Willowdale Township,Kansas Senate,24,"Merriman, Donald R. ",Democratic,15,000320
DICKINSON,Willowdale Township,Kansas Senate,24,"Hardy, Randall R. ",Republican,114,000320
DICKINSON,Lyon Township H68 A,Kansas Senate,35,"Morris, Levi  ",Democratic,1,12002A
DICKINSON,Lyon Township H68 A,Kansas Senate,35,"Wilborn, Richard  ",Republican,2,12002A
DICKINSON,Lyon Township H68,Kansas Senate,35,"Morris, Levi  ",Democratic,13,120020
DICKINSON,Lyon Township H68,Kansas Senate,35,"Wilborn, Richard  ",Republican,21,120020
DICKINSON,Lyon Township H70,Kansas Senate,35,"Morris, Levi  ",Democratic,19,120030
DICKINSON,Lyon Township H70,Kansas Senate,35,"Wilborn, Richard  ",Republican,62,120030
DICKINSON,Abilene Ward 1 Exclave A,Kansas Senate,24,"Merriman, Donald R. ",Democratic,0,900010
DICKINSON,Abilene Ward 1 Exclave A,Kansas Senate,24,"Hardy, Randall R. ",Republican,0,900010
DICKINSON,Abilene Ward 2 Exclave B,Kansas Senate,24,"Merriman, Donald R. ",Democratic,0,900020
DICKINSON,Abilene Ward 2 Exclave B,Kansas Senate,24,"Hardy, Randall R. ",Republican,0,900020
DICKINSON,Grant Township Enclave,Kansas Senate,24,"Merriman, Donald R. ",Democratic,0,900030
DICKINSON,Grant Township Enclave,Kansas Senate,24,"Hardy, Randall R. ",Republican,0,900030
DONIPHAN,Bendena Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,79,000010
DONIPHAN,Bendena Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,88,000010
DONIPHAN,Blair Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,35,000020
DONIPHAN,Blair Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,70,000020
DONIPHAN,Burr Oak Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,24,000030
DONIPHAN,Burr Oak Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,51,000030
DONIPHAN,Denton Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,88,000040
DONIPHAN,Denton Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,83,000040
DONIPHAN,Elwood Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,129,000050
DONIPHAN,Elwood Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,246,000050
DONIPHAN,Highland Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,236,000060
DONIPHAN,Highland Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,232,000060
DONIPHAN,Leona Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,15,000070
DONIPHAN,Leona Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,28,000070
DONIPHAN,Marion Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,34,000080
DONIPHAN,Marion Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,98,000080
DONIPHAN,Severance Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,42,000090
DONIPHAN,Severance Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,75,000090
DONIPHAN,Troy Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,265,000100
DONIPHAN,Troy Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,506,000100
DONIPHAN,Wathena Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,211,000110
DONIPHAN,Wathena Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,484,000110
DONIPHAN,Wayne Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,52,000120
DONIPHAN,Wayne Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,43,000120
DONIPHAN,White Cloud Township,Kansas Senate,1,"Henry, Jerry  ",Democratic,36,000130
DONIPHAN,White Cloud Township,Kansas Senate,1,"Pyle, Dennis D. ",Republican,57,000130
DOUGLAS,Big Springs Township,Kansas Senate,19,"Hensley, Anthony  ",Democratic,126,000010
DOUGLAS,Big Springs Township,Kansas Senate,19,"Haney, Zach  ",Republican,87,000010
DOUGLAS,Central Eudora,Kansas Senate,3,"Holland, Tom  ",Democratic,393,000020
DOUGLAS,Central Eudora,Kansas Senate,3,"Van Meteren, Echo  ",Republican,362,000020
DOUGLAS,Clinton Township,Kansas Senate,19,"Hensley, Anthony  ",Democratic,204,000030
DOUGLAS,Clinton Township,Kansas Senate,19,"Haney, Zach  ",Republican,179,000030
DOUGLAS,Lawrence Precinct 01,Kansas Senate,2,"Francisco, Marci  ",Democratic,467,00007A
DOUGLAS,Lawrence Precinct 01,Kansas Senate,2,"Richey, Meredith  ",Republican,66,00007A
DOUGLAS,Lawrence Precinct 02,Kansas Senate,2,"Francisco, Marci  ",Democratic,524,000080
DOUGLAS,Lawrence Precinct 02,Kansas Senate,2,"Richey, Meredith  ",Republican,70,000080
DOUGLAS,Lawrence Precinct 03,Kansas Senate,2,"Francisco, Marci  ",Democratic,528,000090
DOUGLAS,Lawrence Precinct 03,Kansas Senate,2,"Richey, Meredith  ",Republican,75,000090
DOUGLAS,Lawrence Precinct 04,Kansas Senate,2,"Francisco, Marci  ",Democratic,455,00010A
DOUGLAS,Lawrence Precinct 04,Kansas Senate,2,"Richey, Meredith  ",Republican,94,00010A
DOUGLAS,Lawrence Precinct 05,Kansas Senate,2,"Francisco, Marci  ",Democratic,350,000110
DOUGLAS,Lawrence Precinct 05,Kansas Senate,2,"Richey, Meredith  ",Republican,180,000110
DOUGLAS,Lawrence Precinct 06,Kansas Senate,2,"Francisco, Marci  ",Democratic,507,00012A
DOUGLAS,Lawrence Precinct 06,Kansas Senate,2,"Richey, Meredith  ",Republican,250,00012A
DOUGLAS,Lawrence Precinct 07,Kansas Senate,2,"Francisco, Marci  ",Democratic,262,000130
DOUGLAS,Lawrence Precinct 07,Kansas Senate,2,"Richey, Meredith  ",Republican,29,000130
DOUGLAS,Lawrence Precinct 08,Kansas Senate,2,"Francisco, Marci  ",Democratic,347,000140
DOUGLAS,Lawrence Precinct 08,Kansas Senate,2,"Richey, Meredith  ",Republican,55,000140
DOUGLAS,Lawrence Precinct 09,Kansas Senate,2,"Francisco, Marci  ",Democratic,337,000150
DOUGLAS,Lawrence Precinct 09,Kansas Senate,2,"Richey, Meredith  ",Republican,40,000150
DOUGLAS,Lawrence Precinct 10,Kansas Senate,2,"Francisco, Marci  ",Democratic,174,000160
DOUGLAS,Lawrence Precinct 10,Kansas Senate,2,"Richey, Meredith  ",Republican,54,000160
DOUGLAS,Lawrence Precinct 11,Kansas Senate,2,"Francisco, Marci  ",Democratic,450,000170
DOUGLAS,Lawrence Precinct 11,Kansas Senate,2,"Richey, Meredith  ",Republican,123,000170
DOUGLAS,Lawrence Precinct 12,Kansas Senate,2,"Francisco, Marci  ",Democratic,689,000180
DOUGLAS,Lawrence Precinct 12,Kansas Senate,2,"Richey, Meredith  ",Republican,225,000180
DOUGLAS,Lawrence Precinct 13,Kansas Senate,2,"Francisco, Marci  ",Democratic,595,000190
DOUGLAS,Lawrence Precinct 13,Kansas Senate,2,"Richey, Meredith  ",Republican,182,000190
DOUGLAS,Lawrence Precinct 14,Kansas Senate,3,"Holland, Tom  ",Democratic,931,000200
DOUGLAS,Lawrence Precinct 14,Kansas Senate,3,"Van Meteren, Echo  ",Republican,333,000200
DOUGLAS,Lawrence Precinct 15,Kansas Senate,2,"Francisco, Marci  ",Democratic,743,000210
DOUGLAS,Lawrence Precinct 15,Kansas Senate,2,"Richey, Meredith  ",Republican,164,000210
DOUGLAS,Lawrence Precinct 16,Kansas Senate,2,"Francisco, Marci  ",Democratic,532,000220
DOUGLAS,Lawrence Precinct 16,Kansas Senate,2,"Richey, Meredith  ",Republican,184,000220
DOUGLAS,Lawrence Precinct 17,Kansas Senate,3,"Holland, Tom  ",Democratic,765,000230
DOUGLAS,Lawrence Precinct 17,Kansas Senate,3,"Van Meteren, Echo  ",Republican,305,000230
DOUGLAS,Lawrence Precinct 18,Kansas Senate,2,"Francisco, Marci  ",Democratic,866,000240
DOUGLAS,Lawrence Precinct 18,Kansas Senate,2,"Richey, Meredith  ",Republican,382,000240
DOUGLAS,Lawrence Precinct 19,Kansas Senate,2,"Francisco, Marci  ",Democratic,618,000250
DOUGLAS,Lawrence Precinct 19,Kansas Senate,2,"Richey, Meredith  ",Republican,343,000250
DOUGLAS,Lawrence Precinct 20,Kansas Senate,2,"Francisco, Marci  ",Democratic,864,000260
DOUGLAS,Lawrence Precinct 20,Kansas Senate,2,"Richey, Meredith  ",Republican,396,000260
DOUGLAS,Lawrence Precinct 21,Kansas Senate,2,"Francisco, Marci  ",Democratic,326,000270
DOUGLAS,Lawrence Precinct 21,Kansas Senate,2,"Richey, Meredith  ",Republican,91,000270
DOUGLAS,Lawrence Precinct 22,Kansas Senate,3,"Holland, Tom  ",Democratic,533,000280
DOUGLAS,Lawrence Precinct 22,Kansas Senate,3,"Van Meteren, Echo  ",Republican,193,000280
DOUGLAS,Lawrence Precinct 23,Kansas Senate,2,"Francisco, Marci  ",Democratic,428,000290
DOUGLAS,Lawrence Precinct 23,Kansas Senate,2,"Richey, Meredith  ",Republican,120,000290
DOUGLAS,Lawrence Precinct 24,Kansas Senate,2,"Francisco, Marci  ",Democratic,381,000300
DOUGLAS,Lawrence Precinct 24,Kansas Senate,2,"Richey, Meredith  ",Republican,163,000300
DOUGLAS,Lawrence Precinct 25,Kansas Senate,2,"Francisco, Marci  ",Democratic,351,000310
DOUGLAS,Lawrence Precinct 25,Kansas Senate,2,"Richey, Meredith  ",Republican,64,000310
DOUGLAS,Lawrence Precinct 26,Kansas Senate,2,"Francisco, Marci  ",Democratic,511,000320
DOUGLAS,Lawrence Precinct 26,Kansas Senate,2,"Richey, Meredith  ",Republican,78,000320
DOUGLAS,Lawrence Precinct 27,Kansas Senate,2,"Francisco, Marci  ",Democratic,470,000330
DOUGLAS,Lawrence Precinct 27,Kansas Senate,2,"Richey, Meredith  ",Republican,104,000330
DOUGLAS,Lawrence Precinct 28,Kansas Senate,2,"Francisco, Marci  ",Democratic,306,000340
DOUGLAS,Lawrence Precinct 28,Kansas Senate,2,"Richey, Meredith  ",Republican,62,000340
DOUGLAS,Lawrence Precinct 29,Kansas Senate,3,"Holland, Tom  ",Democratic,421,000350
DOUGLAS,Lawrence Precinct 29,Kansas Senate,3,"Van Meteren, Echo  ",Republican,94,000350
DOUGLAS,Lawrence Precinct 31,Kansas Senate,3,"Holland, Tom  ",Democratic,580,000370
DOUGLAS,Lawrence Precinct 31,Kansas Senate,3,"Van Meteren, Echo  ",Republican,189,000370
DOUGLAS,Lawrence Precinct 32,Kansas Senate,3,"Holland, Tom  ",Democratic,367,000380
DOUGLAS,Lawrence Precinct 32,Kansas Senate,3,"Van Meteren, Echo  ",Republican,102,000380
DOUGLAS,Lawrence Precinct 33,Kansas Senate,2,"Francisco, Marci  ",Democratic,596,000400
DOUGLAS,Lawrence Precinct 33,Kansas Senate,2,"Richey, Meredith  ",Republican,93,000400
DOUGLAS,Lawrence Precinct 38,Kansas Senate,3,"Holland, Tom  ",Democratic,814,000450
DOUGLAS,Lawrence Precinct 38,Kansas Senate,3,"Van Meteren, Echo  ",Republican,293,000450
DOUGLAS,Lawrence Precinct 39,Kansas Senate,2,"Francisco, Marci  ",Democratic,634,000460
DOUGLAS,Lawrence Precinct 39,Kansas Senate,2,"Richey, Meredith  ",Republican,53,000460
DOUGLAS,Lawrence Precinct 40,Kansas Senate,2,"Francisco, Marci  ",Democratic,573,000470
DOUGLAS,Lawrence Precinct 40,Kansas Senate,2,"Richey, Meredith  ",Republican,35,000470
DOUGLAS,Lawrence Precinct 41 Exclave A,Kansas Senate,3,"Holland, Tom  ",Democratic,0,00048B
DOUGLAS,Lawrence Precinct 41 Exclave A,Kansas Senate,3,"Van Meteren, Echo  ",Republican,0,00048B
DOUGLAS,Lawrence Precinct 41 Exclave C,Kansas Senate,3,"Holland, Tom  ",Democratic,0,00048D
DOUGLAS,Lawrence Precinct 41 Exclave C,Kansas Senate,3,"Van Meteren, Echo  ",Republican,0,00048D
DOUGLAS,Lawrence Precinct 43 Part 1,Kansas Senate,2,"Francisco, Marci  ",Democratic,350,00050A
DOUGLAS,Lawrence Precinct 43 Part 1,Kansas Senate,2,"Richey, Meredith  ",Republican,149,00050A
DOUGLAS,Lawrence Precinct 43 Part 3,Kansas Senate,2,"Francisco, Marci  ",Democratic,555,00050C
DOUGLAS,Lawrence Precinct 43 Part 3,Kansas Senate,2,"Richey, Meredith  ",Republican,247,00050C
DOUGLAS,Lawrence Precinct 45,Kansas Senate,2,"Francisco, Marci  ",Democratic,690,00052A
DOUGLAS,Lawrence Precinct 45,Kansas Senate,2,"Richey, Meredith  ",Republican,410,00052A
DOUGLAS,Lawrence Precinct 49,Kansas Senate,2,"Francisco, Marci  ",Democratic,707,000560
DOUGLAS,Lawrence Precinct 49,Kansas Senate,2,"Richey, Meredith  ",Republican,493,000560
DOUGLAS,North Eudora Precinct 52,Kansas Senate,3,"Holland, Tom  ",Democratic,241,000600
DOUGLAS,North Eudora Precinct 52,Kansas Senate,3,"Van Meteren, Echo  ",Republican,196,000600
DOUGLAS,Northeast Baldwin Precinct 61,Kansas Senate,3,"Holland, Tom  ",Democratic,595,000620
DOUGLAS,Northeast Baldwin Precinct 61,Kansas Senate,3,"Van Meteren, Echo  ",Republican,462,000620
DOUGLAS,Northwest Baldwin Precinct 60,Kansas Senate,3,"Holland, Tom  ",Democratic,447,000630
DOUGLAS,Northwest Baldwin Precinct 60,Kansas Senate,3,"Van Meteren, Echo  ",Republican,287,000630
DOUGLAS,South Baldwin Precinct 62,Kansas Senate,3,"Holland, Tom  ",Democratic,512,000640
DOUGLAS,South Baldwin Precinct 62,Kansas Senate,3,"Van Meteren, Echo  ",Republican,438,000640
DOUGLAS,Vinland Precinct 63,Kansas Senate,3,"Holland, Tom  ",Democratic,361,000660
DOUGLAS,Vinland Precinct 63,Kansas Senate,3,"Van Meteren, Echo  ",Republican,313,000660
DOUGLAS,West Wakarusa Precinct 66 Part 3,Kansas Senate,3,"Holland, Tom  ",Democratic,0,00067B
DOUGLAS,West Wakarusa Precinct 66 Part 3,Kansas Senate,3,"Van Meteren, Echo  ",Republican,0,00067B
DOUGLAS,East Wakarusa H38 Precinct 65 Part 3 H10,Kansas Senate,3,"Holland, Tom  ",Democratic,0,120020
DOUGLAS,East Wakarusa H38 Precinct 65 Part 3 H10,Kansas Senate,3,"Van Meteren, Echo  ",Republican,0,120020
DOUGLAS,East Wakarusa H38 Precinct 65 Part 3 H46,Kansas Senate,3,"Holland, Tom  ",Democratic,0,120030
DOUGLAS,East Wakarusa H38 Precinct 65 Part 3 H46,Kansas Senate,3,"Van Meteren, Echo  ",Republican,0,120030
DOUGLAS,Grant Township S2 H45,Kansas Senate,2,"Francisco, Marci  ",Democratic,25,120040
DOUGLAS,Grant Township S2 H45,Kansas Senate,2,"Richey, Meredith  ",Republican,10,120040
DOUGLAS,Grant Township S3 H45,Kansas Senate,3,"Holland, Tom  ",Democratic,84,120050
DOUGLAS,Grant Township S3 H45,Kansas Senate,3,"Van Meteren, Echo  ",Republican,56,120050
DOUGLAS,Grant Township S3 H46,Kansas Senate,3,"Holland, Tom  ",Democratic,29,120060
DOUGLAS,Grant Township S3 H46,Kansas Senate,3,"Van Meteren, Echo  ",Republican,14,120060
DOUGLAS,Kawaka Township S19,Kansas Senate,19,"Hensley, Anthony  ",Democratic,453,120070
DOUGLAS,Kawaka Township S19,Kansas Senate,19,"Haney, Zach  ",Republican,371,120070
DOUGLAS,Kawaka Township S2,Kansas Senate,2,"Francisco, Marci  ",Democratic,37,120080
DOUGLAS,Kawaka Township S2,Kansas Senate,2,"Richey, Meredith  ",Republican,16,120080
DOUGLAS,Lawrence Precinct 30 S2,Kansas Senate,2,"Francisco, Marci  ",Democratic,149,120090
DOUGLAS,Lawrence Precinct 30 S2,Kansas Senate,2,"Richey, Meredith  ",Republican,53,120090
DOUGLAS,Lawrence Precinct 30 S3,Kansas Senate,3,"Holland, Tom  ",Democratic,271,120100
DOUGLAS,Lawrence Precinct 30 S3,Kansas Senate,3,"Van Meteren, Echo  ",Republican,53,120100
DOUGLAS,Lawrence Precinct 34 S2,Kansas Senate,2,"Francisco, Marci  ",Democratic,365,120110
DOUGLAS,Lawrence Precinct 34 S2,Kansas Senate,2,"Richey, Meredith  ",Republican,73,120110
DOUGLAS,Lawrence Precinct 34 S3,Kansas Senate,3,"Holland, Tom  ",Democratic,83,120120
DOUGLAS,Lawrence Precinct 34 S3,Kansas Senate,3,"Van Meteren, Echo  ",Republican,4,120120
DOUGLAS,Lawrence Precinct 35 S2,Kansas Senate,2,"Francisco, Marci  ",Democratic,540,120130
DOUGLAS,Lawrence Precinct 35 S2,Kansas Senate,2,"Richey, Meredith  ",Republican,86,120130
DOUGLAS,Lawrence Precinct 35 S3,Kansas Senate,3,"Holland, Tom  ",Democratic,35,120140
DOUGLAS,Lawrence Precinct 35 S3,Kansas Senate,3,"Van Meteren, Echo  ",Republican,15,120140
DOUGLAS,Lawrence Precinct 36 S2,Kansas Senate,2,"Francisco, Marci  ",Democratic,399,120150
DOUGLAS,Lawrence Precinct 36 S2,Kansas Senate,2,"Richey, Meredith  ",Republican,129,120150
DOUGLAS,Lawrence Precinct 37 H10,Kansas Senate,3,"Holland, Tom  ",Democratic,558,120170
DOUGLAS,Lawrence Precinct 37 H10,Kansas Senate,3,"Van Meteren, Echo  ",Republican,240,120170
DOUGLAS,Lawrence Precinct 38 Part 2 H10,Kansas Senate,3,"Holland, Tom  ",Democratic,0,120190
DOUGLAS,Lawrence Precinct 38 Part 2 H10,Kansas Senate,3,"Van Meteren, Echo  ",Republican,0,120190
DOUGLAS,Lawrence Precinct 41 S2 H45 A,Kansas Senate,2,"Francisco, Marci  ",Democratic,0,12021A
DOUGLAS,Lawrence Precinct 41 S2 H45 A,Kansas Senate,2,"Richey, Meredith  ",Republican,0,12021A
DOUGLAS,Lawrence Precinct 41 S2 H45,Kansas Senate,2,"Francisco, Marci  ",Democratic,0,120210
DOUGLAS,Lawrence Precinct 41 S2 H45,Kansas Senate,2,"Richey, Meredith  ",Republican,0,120210
DOUGLAS,Lawrence Precinct 41 S2 H46,Kansas Senate,2,"Francisco, Marci  ",Democratic,13,120220
DOUGLAS,Lawrence Precinct 41 S2 H46,Kansas Senate,2,"Richey, Meredith  ",Republican,4,120220
DOUGLAS,Lawrence Precinct 41 S3 H45,Kansas Senate,3,"Holland, Tom  ",Democratic,4,120230
DOUGLAS,Lawrence Precinct 41 S3 H45,Kansas Senate,3,"Van Meteren, Echo  ",Republican,0,120230
DOUGLAS,Lawrence Precinct 41 S3 H46,Kansas Senate,3,"Holland, Tom  ",Democratic,901,120240
DOUGLAS,Lawrence Precinct 41 S3 H46,Kansas Senate,3,"Van Meteren, Echo  ",Republican,233,120240
DOUGLAS,Lawrence Precinct 42 Part 1 H45,Kansas Senate,2,"Francisco, Marci  ",Democratic,243,120250
DOUGLAS,Lawrence Precinct 42 Part 1 H45,Kansas Senate,2,"Richey, Meredith  ",Republican,96,120250
DOUGLAS,Lawrence Precinct 42 Part 1 H46,Kansas Senate,2,"Francisco, Marci  ",Democratic,214,120260
DOUGLAS,Lawrence Precinct 42 Part 1 H46,Kansas Senate,2,"Richey, Meredith  ",Republican,55,120260
DOUGLAS,Lawrence Precinct 44 H44,Kansas Senate,2,"Francisco, Marci  ",Democratic,256,120270
DOUGLAS,Lawrence Precinct 44 H44,Kansas Senate,2,"Richey, Meredith  ",Republican,104,120270
DOUGLAS,Lawrence Precinct 44 H45 A,Kansas Senate,2,"Francisco, Marci  ",Democratic,0,12028A
DOUGLAS,Lawrence Precinct 44 H45 A,Kansas Senate,2,"Richey, Meredith  ",Republican,0,12028A
DOUGLAS,Lawrence Precinct 44 H45,Kansas Senate,2,"Francisco, Marci  ",Democratic,343,120280
DOUGLAS,Lawrence Precinct 44 H45,Kansas Senate,2,"Richey, Meredith  ",Republican,178,120280
DOUGLAS,Lawrence Precinct 46 S19,Kansas Senate,19,"Hensley, Anthony  ",Democratic,0,120290
DOUGLAS,Lawrence Precinct 46 S19,Kansas Senate,19,"Haney, Zach  ",Republican,0,120290
DOUGLAS,Lawrence Precinct 46 S3,Kansas Senate,3,"Holland, Tom  ",Democratic,1024,120300
DOUGLAS,Lawrence Precinct 46 S3,Kansas Senate,3,"Van Meteren, Echo  ",Republican,349,120300
DOUGLAS,Lecompton Township Precinct 57 S19,Kansas Senate,19,"Hensley, Anthony  ",Democratic,71,120310
DOUGLAS,Lecompton Township Precinct 57 S19,Kansas Senate,19,"Haney, Zach  ",Republican,73,120310
DOUGLAS,Lecompton Township Precinct 57 S2,Kansas Senate,2,"Francisco, Marci  ",Democratic,235,120320
DOUGLAS,Lecompton Township Precinct 57 S2,Kansas Senate,2,"Richey, Meredith  ",Republican,260,120320
DOUGLAS,Marion Township Precinct 59 H45,Kansas Senate,19,"Hensley, Anthony  ",Democratic,157,120330
DOUGLAS,Marion Township Precinct 59 H45,Kansas Senate,19,"Haney, Zach  ",Republican,127,120330
DOUGLAS,Marion Township Precinct 59 H54,Kansas Senate,19,"Hensley, Anthony  ",Democratic,94,120340
DOUGLAS,Marion Township Precinct 59 H54,Kansas Senate,19,"Haney, Zach  ",Republican,106,120340
DOUGLAS,North Wakarusa Precinct 64 H45,Kansas Senate,2,"Francisco, Marci  ",Democratic,155,120350
DOUGLAS,North Wakarusa Precinct 64 H45,Kansas Senate,2,"Richey, Meredith  ",Republican,61,120350
DOUGLAS,North Wakarusa Precinct 64 H46,Kansas Senate,2,"Francisco, Marci  ",Democratic,1,120360
DOUGLAS,North Wakarusa Precinct 64 H46,Kansas Senate,2,"Richey, Meredith  ",Republican,0,120360
DOUGLAS,South Eudora Precinct 53 H10,Kansas Senate,3,"Holland, Tom  ",Democratic,211,120370
DOUGLAS,South Eudora Precinct 53 H10,Kansas Senate,3,"Van Meteren, Echo  ",Republican,306,120370
DOUGLAS,South Eudora Precinct 53 H42,Kansas Senate,3,"Holland, Tom  ",Democratic,262,120380
DOUGLAS,South Eudora Precinct 53 H42,Kansas Senate,3,"Van Meteren, Echo  ",Republican,290,120380
DOUGLAS,West Wakarusa Precinct 66 Part 1 S19 H10,Kansas Senate,19,"Hensley, Anthony  ",Democratic,133,120390
DOUGLAS,West Wakarusa Precinct 66 Part 1 S19 H10,Kansas Senate,19,"Haney, Zach  ",Republican,118,120390
DOUGLAS,West Wakarusa Precinct 66 Part 1 S19 H45,Kansas Senate,3,"Holland, Tom  ",Democratic,0,120400
DOUGLAS,West Wakarusa Precinct 66 Part 1 S19 H45,Kansas Senate,3,"Van Meteren, Echo  ",Republican,0,120400
DOUGLAS,West Wakarusa Precinct 66 Part 1 S19 H45,Kansas Senate,19,"Hensley, Anthony  ",Democratic,115,120401
DOUGLAS,West Wakarusa Precinct 66 Part 1 S19 H45,Kansas Senate,19,"Haney, Zach  ",Republican,92,120401
DOUGLAS,West Wakarusa Precinct 66 Part 1 S3 H10,Kansas Senate,3,"Holland, Tom  ",Democratic,94,120410
DOUGLAS,West Wakarusa Precinct 66 Part 1 S3 H10,Kansas Senate,3,"Van Meteren, Echo  ",Republican,75,120410
DOUGLAS,West Wakarusa Precinct 66 Part 1 S3 H45,Kansas Senate,3,"Holland, Tom  ",Democratic,3,120420
DOUGLAS,West Wakarusa Precinct 66 Part 1 S3 H45,Kansas Senate,3,"Van Meteren, Echo  ",Republican,0,120420
DOUGLAS,Willow Springs Township S19 H45,Kansas Senate,19,"Hensley, Anthony  ",Democratic,172,120430
DOUGLAS,Willow Springs Township S19 H45,Kansas Senate,19,"Haney, Zach  ",Republican,131,120430
DOUGLAS,Willow Springs Township S19 H54,Kansas Senate,19,"Hensley, Anthony  ",Democratic,144,120440
DOUGLAS,Willow Springs Township S19 H54,Kansas Senate,19,"Haney, Zach  ",Republican,200,120440
DOUGLAS,Willow Springs Township S3 H45,Kansas Senate,3,"Holland, Tom  ",Democratic,61,120450
DOUGLAS,Willow Springs Township S3 H45,Kansas Senate,3,"Van Meteren, Echo  ",Republican,37,120450
DOUGLAS,Willow Springs Township S3 H54,Kansas Senate,3,"Holland, Tom  ",Democratic,44,120460
DOUGLAS,Willow Springs Township S3 H54,Kansas Senate,3,"Van Meteren, Echo  ",Republican,34,120460
DOUGLAS,Lawrence Precinct 75,Kansas Senate,2,"Francisco, Marci  ",Democratic,0,160010
DOUGLAS,Lawrence Precinct 75,Kansas Senate,2,"Richey, Meredith  ",Republican,0,160010
DOUGLAS,Lawrence Precinct 76,Kansas Senate,3,"Holland, Tom  ",Democratic,11,160020
DOUGLAS,Lawrence Precinct 76,Kansas Senate,3,"Van Meteren, Echo  ",Republican,4,160020
DOUGLAS,Lawrence Precinct 77,Kansas Senate,3,"Holland, Tom  ",Democratic,403,160030
