County,Precinct,Race,District,Candidate,Party,Votes,VTD
DOUGLAS,Lawrence Precinct 04,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,506,00010A
DOUGLAS,Lawrence Precinct 05,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,370,000110
DOUGLAS,Lawrence Precinct 05,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,158,000110
DOUGLAS,Lawrence Precinct 06,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,365,00012A
DOUGLAS,Lawrence Precinct 06,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,384,00012A
DOUGLAS,Lawrence Precinct 07,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,273,000130
DOUGLAS,Lawrence Precinct 08,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,380,000140
DOUGLAS,Lawrence Precinct 09,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,349,000150
DOUGLAS,Lawrence Precinct 10,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,209,000160
DOUGLAS,Lawrence Precinct 11,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,468,000170
DOUGLAS,Lawrence Precinct 11,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,100,000170
DOUGLAS,Lawrence Precinct 12,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,696,000180
DOUGLAS,Lawrence Precinct 12,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,215,000180
DOUGLAS,Lawrence Precinct 13,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,422,000190
DOUGLAS,Lawrence Precinct 13,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,342,000190
DOUGLAS,Lawrence Precinct 14,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,923,000200
DOUGLAS,Lawrence Precinct 14,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,334,000200
DOUGLAS,Lawrence Precinct 15,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,744,000210
DOUGLAS,Lawrence Precinct 15,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,156,000210
DOUGLAS,Lawrence Precinct 16,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,563,000220
DOUGLAS,Lawrence Precinct 16,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,146,000220
DOUGLAS,Lawrence Precinct 17,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,775,000230
DOUGLAS,Lawrence Precinct 17,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,295,000230
DOUGLAS,Lawrence Precinct 18,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,885,000240
DOUGLAS,Lawrence Precinct 18,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,336,000240
DOUGLAS,Lawrence Precinct 19,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,702,000250
DOUGLAS,Lawrence Precinct 19,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,249,000250
DOUGLAS,Lawrence Precinct 20,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,612,000260
DOUGLAS,Lawrence Precinct 20,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,647,000260
DOUGLAS,Lawrence Precinct 21,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,370,000270
DOUGLAS,Lawrence Precinct 22,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,522,000280
DOUGLAS,Lawrence Precinct 22,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,201,000280
DOUGLAS,Lawrence Precinct 23,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,432,000290
DOUGLAS,Lawrence Precinct 23,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,116,000290
DOUGLAS,Lawrence Precinct 24,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,411,000300
DOUGLAS,Lawrence Precinct 24,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,129,000300
DOUGLAS,Lawrence Precinct 25,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,370,000310
DOUGLAS,Lawrence Precinct 26,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,539,000320
DOUGLAS,Lawrence Precinct 27,Kansas House of Representatives,10,"Wilson, John  ",Democratic,511,000330
DOUGLAS,Lawrence Precinct 28,Kansas House of Representatives,10,"Wilson, John  ",Democratic,335,000340
DOUGLAS,Lawrence Precinct 29,Kansas House of Representatives,10,"Wilson, John  ",Democratic,441,000350
DOUGLAS,Lawrence Precinct 31,Kansas House of Representatives,10,"Wilson, John  ",Democratic,660,000370
DOUGLAS,Lawrence Precinct 32,Kansas House of Representatives,10,"Wilson, John  ",Democratic,412,000380
DOUGLAS,Lawrence Precinct 33,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,628,000400
DOUGLAS,Lawrence Precinct 38,Kansas House of Representatives,10,"Wilson, John  ",Democratic,938,000450
DOUGLAS,Lawrence Precinct 39,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,653,000460
DOUGLAS,Lawrence Precinct 40,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,580,000470
DOUGLAS,Lawrence Precinct 41 Exclave A,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,00048B
DOUGLAS,Lawrence Precinct 41 Exclave A,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,00048B
DOUGLAS,Lawrence Precinct 41 Exclave C,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,00048D
DOUGLAS,Lawrence Precinct 41 Exclave C,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,00048D
DOUGLAS,Lawrence Precinct 43 Part 1,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,225,00050A
DOUGLAS,Lawrence Precinct 43 Part 1,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,276,00050A
DOUGLAS,Lawrence Precinct 43 Part 3,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,410,00050C
DOUGLAS,Lawrence Precinct 43 Part 3,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,389,00050C
DOUGLAS,Lawrence Precinct 45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,438,00052A
DOUGLAS,Lawrence Precinct 45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,660,00052A
DOUGLAS,Lawrence Precinct 49,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,438,000560
DOUGLAS,Lawrence Precinct 49,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,751,000560
DOUGLAS,North Eudora Precinct 52,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,233,000600
DOUGLAS,North Eudora Precinct 52,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,192,000600
DOUGLAS,Northeast Baldwin Precinct 61,Kansas House of Representatives,10,"Wilson, John  ",Democratic,785,000620
DOUGLAS,Northwest Baldwin Precinct 60,Kansas House of Representatives,10,"Wilson, John  ",Democratic,560,000630
DOUGLAS,South Baldwin Precinct 62,Kansas House of Representatives,10,"Wilson, John  ",Democratic,691,000640
DOUGLAS,Vinland Precinct 63,Kansas House of Representatives,10,"Wilson, John  ",Democratic,507,000660
DOUGLAS,West Wakarusa Precinct 66 Part 3,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,0,00067B
DOUGLAS,West Wakarusa Precinct 66 Part 3,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,0,00067B
DOUGLAS,East Wakarusa H38 Precinct 65 Part 3 H10,Kansas House of Representatives,10,"Wilson, John  ",Democratic,0,120020
DOUGLAS,East Wakarusa H38 Precinct 65 Part 3 H46,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,0,120030
DOUGLAS,Grant Township S2 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,19,120040
DOUGLAS,Grant Township S2 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,19,120040
DOUGLAS,Grant Township S3 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,59,120050
DOUGLAS,Grant Township S3 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,80,120050
DOUGLAS,Grant Township S3 H46,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,39,120060
DOUGLAS,Kawaka Township S19,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,253,120070
DOUGLAS,Kawaka Township S19,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,576,120070
DOUGLAS,Kawaka Township S2,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,26,120080
DOUGLAS,Kawaka Township S2,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,26,120080
DOUGLAS,Lawrence Precinct 30 S2,Kansas House of Representatives,10,"Wilson, John  ",Democratic,178,120090
DOUGLAS,Lawrence Precinct 30 S3,Kansas House of Representatives,10,"Wilson, John  ",Democratic,302,120100
DOUGLAS,Lawrence Precinct 34 S2,Kansas House of Representatives,10,"Wilson, John  ",Democratic,394,120110
DOUGLAS,Lawrence Precinct 34 S3,Kansas House of Representatives,10,"Wilson, John  ",Democratic,85,120120
DOUGLAS,Lawrence Precinct 35 S2,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,574,120130
DOUGLAS,Lawrence Precinct 35 S3,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,42,120140
DOUGLAS,Lawrence Precinct 36 S2,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,453,120150
DOUGLAS,Lawrence Precinct 37 H10,Kansas House of Representatives,10,"Wilson, John  ",Democratic,669,120170
DOUGLAS,Lawrence Precinct 38 Part 2 H10,Kansas House of Representatives,10,"Wilson, John  ",Democratic,0,120190
DOUGLAS,Lawrence Precinct 41 S2 H45 A,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,12021A
DOUGLAS,Lawrence Precinct 41 S2 H45 A,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,12021A
DOUGLAS,Lawrence Precinct 41 S2 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,120210
DOUGLAS,Lawrence Precinct 41 S2 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,120210
DOUGLAS,Lawrence Precinct 41 S2 H46,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,15,120220
DOUGLAS,Lawrence Precinct 41 S3 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,4,120230
DOUGLAS,Lawrence Precinct 41 S3 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,120230
DOUGLAS,Lawrence Precinct 41 S3 H46,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,1015,120240
DOUGLAS,Lawrence Precinct 42 Part 1 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,164,120250
DOUGLAS,Lawrence Precinct 42 Part 1 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,171,120250
DOUGLAS,Lawrence Precinct 42 Part 1 H46,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,231,120260
DOUGLAS,Lawrence Precinct 44 H44,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,267,120270
DOUGLAS,Lawrence Precinct 44 H44,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,89,120270
DOUGLAS,Lawrence Precinct 44 H45 A,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,12028A
DOUGLAS,Lawrence Precinct 44 H45 A,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,12028A
DOUGLAS,Lawrence Precinct 44 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,270,120280
DOUGLAS,Lawrence Precinct 44 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,243,120280
DOUGLAS,Lawrence Precinct 46 S19,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,120290
DOUGLAS,Lawrence Precinct 46 S19,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,120290
DOUGLAS,Lawrence Precinct 46 S3,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,729,120300
DOUGLAS,Lawrence Precinct 46 S3,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,633,120300
DOUGLAS,Lecompton Township Precinct 57 S19,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,58,120310
DOUGLAS,Lecompton Township Precinct 57 S19,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,88,120310
DOUGLAS,Lecompton Township Precinct 57 S2,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,227,120320
DOUGLAS,Lecompton Township Precinct 57 S2,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,267,120320
DOUGLAS,Marion Township Precinct 59 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,116,120330
DOUGLAS,Marion Township Precinct 59 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,167,120330
DOUGLAS,Marion Township Precinct 59 H54,Kansas House of Representatives,54,"Hansen, Renae  ",Democratic,92,120340
DOUGLAS,Marion Township Precinct 59 H54,Kansas House of Representatives,54,"Corbet, Ken  ",Republican,106,120340
DOUGLAS,North Wakarusa Precinct 64 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,106,120350
DOUGLAS,North Wakarusa Precinct 64 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,109,120350
DOUGLAS,North Wakarusa Precinct 64 H46,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,1,120360
DOUGLAS,South Eudora Precinct 53 H10,Kansas House of Representatives,10,"Wilson, John  ",Democratic,356,120370
DOUGLAS,South Eudora Precinct 53 H42,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,256,120380
DOUGLAS,South Eudora Precinct 53 H42,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,290,120380
DOUGLAS,West Wakarusa Precinct 66 Part 1 S19 H10,Kansas House of Representatives,10,"Wilson, John  ",Democratic,186,120390
DOUGLAS,West Wakarusa Precinct 66 Part 1 S19 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,120400
DOUGLAS,West Wakarusa Precinct 66 Part 1 S19 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,120400
DOUGLAS,West Wakarusa Precinct 66 Part 1 S19 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,77,120401
DOUGLAS,West Wakarusa Precinct 66 Part 1 S19 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,130,120401
DOUGLAS,West Wakarusa Precinct 66 Part 1 S3 H10,Kansas House of Representatives,10,"Wilson, John  ",Democratic,128,120410
DOUGLAS,West Wakarusa Precinct 66 Part 1 S3 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,2,120420
DOUGLAS,West Wakarusa Precinct 66 Part 1 S3 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,1,120420
DOUGLAS,Willow Springs Township S19 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,113,120430
DOUGLAS,Willow Springs Township S19 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,195,120430
DOUGLAS,Willow Springs Township S19 H54,Kansas House of Representatives,54,"Hansen, Renae  ",Democratic,138,120440
DOUGLAS,Willow Springs Township S19 H54,Kansas House of Representatives,54,"Corbet, Ken  ",Republican,205,120440
DOUGLAS,Willow Springs Township S3 H45,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,40,120450
DOUGLAS,Willow Springs Township S3 H45,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,56,120450
DOUGLAS,Willow Springs Township S3 H54,Kansas House of Representatives,54,"Hansen, Renae  ",Democratic,33,120460
DOUGLAS,Willow Springs Township S3 H54,Kansas House of Representatives,54,"Corbet, Ken  ",Republican,42,120460
DOUGLAS,Lawrence Precinct 75,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,160010
DOUGLAS,Lawrence Precinct 75,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,160010
DOUGLAS,Lawrence Precinct 76,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,10,160020
DOUGLAS,Lawrence Precinct 76,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,5,160020
DOUGLAS,Lawrence Precinct 77,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,469,160030
DOUGLAS,East Wakarusa H10 Precinct 65,Kansas House of Representatives,10,"Wilson, John  ",Democratic,328,200010
DOUGLAS,Lawrence Precinct 42 Part 2,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,400010
DOUGLAS,Lawrence Precinct 42 Part 2,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,400010
DOUGLAS,Lawrence Precinct 47,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,327,400030
DOUGLAS,Lawrence Precinct 47,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,137,400030
DOUGLAS,Lawrence Precinct 48,Kansas House of Representatives,44,"Ballard, Barbara W. ",Democratic,764,400040
DOUGLAS,Lawrence Precinct 48,Kansas House of Representatives,44,"Lindsey, Michael  ",Republican,256,400040
DOUGLAS,West Eudora Precinct 50 Part 1,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,0,400050
DOUGLAS,West Eudora Precinct 50 Part 1,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,0,400050
DOUGLAS,Lawrence Precinct 42 Part 3,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,400080
DOUGLAS,Lawrence Precinct 42 Part 3,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,400080
DOUGLAS,West Eudora Precinct 50 Part 2,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,507,400090
DOUGLAS,West Eudora Precinct 50 Part 2,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,547,400090
DOUGLAS,West Eudora Precinct 50 Part 3,Kansas House of Representatives,42,"Reed, Kara  ",Democratic,0,400100
DOUGLAS,West Eudora Precinct 50 Part 3,Kansas House of Representatives,42,"Karleskint, Jim  ",Republican,0,400100
DOUGLAS,West Wakarusa Precinct 66 Part 2,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,400110
DOUGLAS,West Wakarusa Precinct 66 Part 2,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,400110
DOUGLAS,Lawrence Precinct 68,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,900010
DOUGLAS,Lawrence Precinct 68,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,900010
DOUGLAS,Lawrence Precinct 69,Kansas House of Representatives,10,"Wilson, John  ",Democratic,0,900020
DOUGLAS,Lawrence Precinct 70,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,1,900040
DOUGLAS,Lawrence Precinct 70,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,10,900040
DOUGLAS,Lawrence Precinct 71,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,511,900050
DOUGLAS,Lawrence Precinct 71,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,529,900050
DOUGLAS,Lawrence Precinct 72,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,900060
DOUGLAS,Lawrence Precinct 72,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,900060
DOUGLAS,Lawrence Precinct 73,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,900070
DOUGLAS,Lawrence Precinct 73,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,900070
DOUGLAS,Lawrence Precinct 74,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,435,900080
DOUGLAS,Lawrence Precinct 74,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,578,900080
DOUGLAS,Lawrence Precinct 43 Part 2,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,900090
DOUGLAS,Lawrence Precinct 43 Part 2,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,900090
DOUGLAS,East Wakarusa H10 Precinct 65 Part 2,Kansas House of Representatives,10,"Wilson, John  ",Democratic,0,900100
DOUGLAS,East Wakarusa H38 Precinct 65 Part 1,Kansas House of Representatives,10,"Wilson, John  ",Democratic,0,900110
DOUGLAS,East Wakarusa H38 Precinct 65 Part 2,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,0,900120
DOUGLAS,East Wakarusa H38 Precinct 65 Part 4,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,25,900130
DOUGLAS,East Wakarusa H38 Precinct 65 Part 5,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,0,900140
DOUGLAS,Lawrence Precinct 42 Part 4,Kansas House of Representatives,46,"Highberger, Dennis ""Boog""  ",Democratic,0,900150
DOUGLAS,Lawrence Precinct 38 Part 3,Kansas House of Representatives,10,"Wilson, John  ",Democratic,0,900160
DOUGLAS,Lawrence Precinct 42 Part 5,Kansas House of Representatives,45,"Manies, Terry  ",Democratic,0,900170
DOUGLAS,Lawrence Precinct 42 Part 5,Kansas House of Representatives,45,"Sloan, Tom  ",Republican,0,900170
EDWARDS,Belpre Township,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,58,000010
EDWARDS,Franklin Township,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,40,000020
EDWARDS,Jackson Township,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,31,000030
EDWARDS,Kinsley Township,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,47,000040
EDWARDS,Kinsley Ward 1,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,251,000050
EDWARDS,Kinsley Ward 2,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,255,00006A
EDWARDS,Kinsley Ward 2 Exclave,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,0,00006B
EDWARDS,Lincoln Township,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,56,000070
EDWARDS,Logan Township,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,16,000080
EDWARDS,North Brown Township,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,25,000090
EDWARDS,South Brown Township,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,35,000100
EDWARDS,Trenton Township,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,128,000110
EDWARDS,Wayne Township,Kansas House of Representatives,117,"Mastroni, Leonard A. ",Republican,138,000120
ELK,Elk Falls Township,Kansas House of Representatives,12,"Schodorf, Jean Kurtis ",Democratic,26,000010
ELK,Elk Falls Township,Kansas House of Representatives,12,"Blex, Doug  ",Republican,72,000010
ELK,Greenfield Township,Kansas House of Representatives,13,"Hibbard, Larry P. ",Republican,119,000020
ELK,Howard Township,Kansas House of Representatives,13,"Hibbard, Larry P. ",Republican,344,000030
ELK,Liberty Township,Kansas House of Representatives,13,"Hibbard, Larry P. ",Republican,37,000040
ELK,Longton Township,Kansas House of Representatives,12,"Schodorf, Jean Kurtis ",Democratic,48,000050
ELK,Longton Township,Kansas House of Representatives,12,"Blex, Doug  ",Republican,104,000050
ELK,Oak Valley Township,Kansas House of Representatives,12,"Schodorf, Jean Kurtis ",Democratic,14,000060
ELK,Oak Valley Township,Kansas House of Representatives,12,"Blex, Doug  ",Republican,38,000060
ELK,Painterhood Township,Kansas House of Representatives,13,"Hibbard, Larry P. ",Republican,23,000070
ELK,Paw Paw Township,Kansas House of Representatives,13,"Hibbard, Larry P. ",Republican,49,000080
ELK,Union Center Township,Kansas House of Representatives,13,"Hibbard, Larry P. ",Republican,41,000090
ELK,Wildcat Township,Kansas House of Representatives,13,"Hibbard, Larry P. ",Republican,220,000100
ELLIS,Buckeye Township,Kansas House of Representatives,110,"Rahjes, Ken  ",Republican,180,000010
ELLIS,Catherine Township,Kansas House of Representatives,110,"Rahjes, Ken  ",Republican,107,000020
ELLIS,East Big Creek Township,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,168,000030
ELLIS,East Big Creek Township,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,250,000030
ELLIS,Ellis Township,Kansas House of Representatives,110,"Rahjes, Ken  ",Republican,194,000040
ELLIS,Ellis Ward 1,Kansas House of Representatives,110,"Rahjes, Ken  ",Republican,237,000050
ELLIS,Ellis Ward 2,Kansas House of Representatives,110,"Rahjes, Ken  ",Republican,352,000060
ELLIS,Ellis Ward 3,Kansas House of Representatives,110,"Rahjes, Ken  ",Republican,176,000070
ELLIS,Freedom Township,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,21,000080
ELLIS,Freedom Township,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,32,000080
ELLIS,Hays Ward 1 Precinct 1,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,149,000090
ELLIS,Hays Ward 1 Precinct 1,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,86,000090
ELLIS,Hays Ward 1 Precinct 2,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,114,00010A
ELLIS,Hays Ward 1 Precinct 2,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,92,00010A
ELLIS,Hays Ward 2 Precinct 1,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,266,000110
ELLIS,Hays Ward 2 Precinct 1,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,202,000110
ELLIS,Hays Ward 2 Precinct 2,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,224,000120
ELLIS,Hays Ward 2 Precinct 2,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,144,000120
ELLIS,Hays Ward 2 Precinct 3,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,155,000130
ELLIS,Hays Ward 2 Precinct 3,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,114,000130
ELLIS,Hays Ward 2 Precinct 4,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,204,000140
ELLIS,Hays Ward 2 Precinct 4,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,135,000140
ELLIS,Hays Ward 2 Precinct 5,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,166,000150
ELLIS,Hays Ward 2 Precinct 5,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,108,000150
ELLIS,Hays Ward 3 Precinct 1,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,210,00016A
ELLIS,Hays Ward 3 Precinct 1,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,173,00016A
ELLIS,Hays Ward 3 Precinct 2,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,328,000170
ELLIS,Hays Ward 3 Precinct 2,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,266,000170
ELLIS,Hays Ward 3 Precinct 3,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,365,000180
ELLIS,Hays Ward 3 Precinct 3,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,302,000180
ELLIS,Hays Ward 3 Precinct 4,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,631,00019A
ELLIS,Hays Ward 3 Precinct 4,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,646,00019A
ELLIS,Hays Ward 4 Precinct 1,Kansas House of Representatives,111,"Phelps, Eber  ",Democratic,241,000200
ELLIS,Hays Ward 4 Precinct 1,Kansas House of Representatives,111,"Boldra, Sue Ellen ",Republican,233,000200
